FID,NAMELSAD10,State,County,Region,Pop_T,PopDense,Prcnt_U18,Under18,Prcnt_65O,Over65,Prcnt_HHBM,HH_Below50,Prcnt_Lng,PoorEng,Minority,Non_white,Occ_HU,HU,Prcnt_Rent,Renters,Prcnt_NoCa,HH_NoCar,Employment,SV_Index2
2406,Census Tract 40.02,New York,Queens,NYC,1270,39.804705,0.264567,336.00009,0.074803,94.99981,0.477,158.841,0.344,375.648,0.140945,179.00015,0.951923,333,0.620661,206.680113,0.147934,49.262022,392,0.377729
2407,Census Tract 42,New York,Queens,NYC,4120,83.245794,0.270631,1114.99972,0.082039,338.00068,0.459,543.456,0.248,992.248,0.117476,484.00112,0.93301,1184,0.536406,635.104704,0.093779,111.034336,150,0.342543
2408,Census Tract 43,New York,Queens,NYC,2437,57.737373,0.254822,621.001214,0.130488,317.999256,0.826,835.912,0.185,392.015,0.082478,200.998886,0.983871,1012,0.932999,944.194988,0.349134,353.323608,715,0.468099
2409,Census Tract 44.01,New York,Queens,NYC,3500,54.227578,0.269143,942.0005,0.090857,317.9995,0.49,482.65,0.265,848,0.110286,386.001,0.947525,985,0.470362,463.30657,0.082691,81.450635,204,0.340733
2410,Census Tract 45,New York,Queens,NYC,2975,54.631984,0.123697,367.998575,0.256807,764.000825,0.358,507.286,0.192,501.696,0.546218,1624.99855,0.945652,1417,0.272524,386.166508,0.256143,362.954631,277,0.36888
2411,Census Tract 47,New York,Queens,NYC,3984,89.946441,0.187249,746.000016,0.148092,589.998528,0.755,1348.43,0.308,1176.56,0.225402,898.001568,0.969681,1786,0.929532,1660.144152,0.322211,575.468846,357,0.480646
2412,Census Tract 1301,New York,Queens,NYC,3791,21.888789,0.173833,659.000903,0.194408,737.000728,0.37,549.45,0.104,409.136,0.319968,1212.998688,0.946484,1485,0.148886,221.09571,0.028924,42.95214,421,0.285813
2413,Census Tract 1333,New York,Queens,NYC,3679,21.410672,0.194346,714.998934,0.177766,654.001114,0.262,338.766,0.18,662.4,0.476216,1751.998664,0.95252,1293,0.200318,259.011174,0.021434,27.714162,277,0.308075
2414,Census Tract 1339,New York,Queens,NYC,1302,23.292386,0.201229,262.000158,0.186636,243.000072,0.208,85.696,0.315,439.11,0.528418,688.000236,0.966368,412,0.11457,47.20284,0.04106,16.91672,120,0.32016
2415,Census Tract 1341,New York,Queens,NYC,3259,22.361213,0.21571,702.99889,0.141454,460.998586,0.184,177.744,0.381,1126.617,0.338447,1102.998773,0.95967,966,0.14884,143.77944,0.01192,11.51472,1674,0.29763
2416,Census Tract 1347,New York,Queens,NYC,9572,36.408945,0.211659,2025.999948,0.121187,1160.001964,0.537,2100.207,0.266,2375.38,0.242478,2320.999416,0.976287,3911,0.890095,3481.161545,0.072928,285.221408,2321,0.414704
2417,Census Tract 1367,New York,Queens,NYC,5879,30.889888,0.184725,1085.998275,0.17469,1027.00251,0.354,863.406,0.312,1827.072,0.389862,2291.998698,0.953441,2439,0.258778,631.159542,0.075221,183.464019,565,0.33784
2418,Census Tract 1377,New York,Queens,NYC,6606,35.702,0.226007,1493.002242,0.119891,791.999946,0.413,983.766,0.344,2081.888,0.269301,1779.002406,0.963681,2382,0.511766,1219.026612,0.034555,82.31001,268,0.360275
2419,Census Tract 1385.01,New York,Queens,NYC,4743,18.423151,0.229812,1089.998316,0.141682,671.997726,0.326,468.462,0.393,1628.985,0.281678,1335.998754,0.954784,1437,0.361117,518.925129,0.027039,38.855043,456,0.339389
2420,Census Tract 1385.02,New York,Queens,NYC,72,0.120339,0,0,0.527778,38.000016,0,0,0,0,0.791667,57.000024,0,0,0,0,0,0,166,0.164931
2421,Census Tract 1399,New York,Queens,NYC,1744,19.428816,0.1875,327,0.189794,331.000736,0.309,169.023,0.346,538.722,0.413991,722.000304,0.975779,547,0.003133,1.713751,0.028195,15.422665,154,0.306674
2422,Census Tract 1403,New York,Queens,NYC,2302,24.522577,0.209383,481.999666,0.15682,360.99964,0.299,248.469,0.342,877.914,0.354909,817.000518,0.961538,831,0.215753,179.290743,0.032344,26.877864,73,0.321468
2423,Census Tract 1409.01,New York,Queens,NYC,914,15.39503,0.189278,173.000092,0.182713,166.999682,0.363,116.16,0.447,397.83,0.415755,380.00007,0.967638,320,0.039344,12.59008,0.013115,4.1968,113,0.32723
2424,Census Tract 1409.02,New York,Queens,NYC,2603,19.258542,0.19247,500.99941,0.165578,430.999534,0.243,198.288,0.325,812.5,0.32232,838.99896,0.959551,816,0.222434,181.506144,0.012972,10.585152,515,0.305416
2425,Census Tract 1429,New York,Queens,NYC,3624,27.544056,0.183775,666.0006,0.165287,599.000088,0.372,462.396,0.316,990.66,0.506347,1835.001528,0.959073,1243,0.264431,328.687733,0.049563,61.606809,177,0.352059
2426,Census Tract 1435,New York,Queens,NYC,2199,25.184355,0.207367,456.000033,0.15598,343.00002,0.323,254.201,0.246,606.144,0.417462,917.998938,0.969333,787,0.062813,49.433831,0.030829,24.262423,64,0.301598
2427,Census Tract 1441,New York,Queens,NYC,2926,35.004285,0.172249,504.000574,0.161654,472.999604,0.328,396.224,0.304,887.072,0.467191,1367.000866,0.968801,1208,0.214756,259.425248,0.04776,57.69408,100,0.333051
2428,Census Tract 1447,New York,Queens,NYC,2927,28.875814,0.218996,641.001292,0.126751,371.000177,0.374,359.414,0.32,899.84,0.156474,457.999398,0.939544,961,0.36982,355.39702,0.09116,87.60476,718,0.324593
2429,Census Tract 125.01,New York,Rockland,Hudson Valley,5163,2.710237,0.331784,1713.000792,0.133256,688.000728,0.315,444.78,0.176,852.896,0.780941,4031.998383,0.968793,1412,0.177057,250.004484,0.00844,11.91728,563,0.361409
2430,Census Tract 120,New York,Rockland,Hudson Valley,3752,11.047955,0.16178,606.99856,0.24467,918.00184,0.343,617.057,0.051,178.602,0.850746,3191.998992,0.949541,1799,0.089004,160.118196,0.013337,23.993263,1896,0.337885
2431,Census Tract 106.01,New York,Rockland,Hudson Valley,3786,7.266415,0.234548,887.998728,0.123085,465.99981,0.186,220.968,0.101,369.559,0.501321,1898.001306,0.957494,1188,0.182276,216.543888,0.013847,16.450236,399,0.287446
2432,Census Tract 101.02,New York,Rockland,Hudson Valley,4773,5.151016,0.21873,1043.99829,0.21475,1025.00175,0.175,293.125,0.081,382.32,0.783155,3737.998815,0.952226,1675,0.138486,231.96405,0.0157,26.2975,983,0.322381
2433,Census Tract 102,New York,Rockland,Hudson Valley,4473,3.854557,0.221328,990.000144,0.151576,677.999448,0.256,419.072,0.09,393.93,0.78359,3504.99807,0.943182,1637,0.127509,208.732233,0.013677,22.389249,172,0.323358
2434,Census Tract 50,New York,Queens,NYC,29,0.766509,0.275862,7.999998,0.034483,1.000007,0,0,0,0,0,0,1,0,0,0,0,0,0,0.163793
2435,Census Tract 51,New York,Queens,NYC,2231,65.843081,0.218736,488.000016,0.068579,152.999749,0.601,440.533,0.321,596.739,0.288212,643.000972,0.927757,733,0.875514,641.751762,0.309156,226.611348,1048,0.451244
2436,Census Tract 52,New York,Queens,NYC,2751,85.239941,0.264995,729.001245,0.079244,218.000244,0.478,377.142,0.279,759.717,0.119956,329.998956,0.916569,789,0.586362,462.639618,0.11838,93.40182,102,0.355313
2437,Census Tract 53,New York,Queens,NYC,5340,109.97836,0.133146,710.99964,0.100749,537.99966,0.466,1079.722,0.219,1005.867,0.492135,2628.0009,0.921456,2317,0.814383,1886.925411,0.326262,755.949054,547,0.434141
2438,Census Tract 54,New York,Queens,NYC,5257,50.687138,0.240061,1262.000677,0.089785,471.999745,0.443,707.914,0.262,1303.974,0.222941,1172.000837,0.943991,1598,0.384003,613.636794,0.112396,179.608808,1019,0.337272
2439,Census Tract 55,New York,Queens,NYC,1067,26.018825,0.190253,202.999951,0.082474,87.999758,0.336,131.712,0.322,363.538,0.27179,289.99993,0.949109,392,0.877534,343.993328,0.235642,92.371664,4000,0.4081
2440,Census Tract 57,New York,Queens,NYC,4321,78.216516,0.162462,701.998302,0.088637,383.000477,0.454,831.274,0.384,1598.592,0.390187,1685.998027,0.952228,1831,0.878795,1609.073645,0.290285,531.511835,1327,0.450074
2441,Census Tract 58,New York,Queens,NYC,5414,36.638353,0.224049,1213.001286,0.118027,638.998178,0.302,596.752,0.122,678.686,0.379387,2054.001218,0.95549,1976,0.366211,723.632936,0.052982,104.692432,217,0.315018
2442,Census Tract 59,New York,Queens,NYC,4169,88.699283,0.121372,505.999868,0.117774,490.999806,0.362,615.038,0.196,696.976,0.557208,2323.000152,0.942598,1699,0.819575,1392.457925,0.382899,650.545401,667,0.437428
2443,Census Tract 61,New York,Queens,NYC,5644,117.099536,0.117293,662.001692,0.09798,552.99912,0.448,1219.008,0.297,1660.23,0.535613,3022.999772,0.895512,2721,0.91904,2500.70784,0.341447,929.077287,645,0.456486
2444,Census Tract 63,New York,Queens,NYC,5949,113.29188,0.125567,746.998083,0.100185,596.000565,0.492,1261.488,0.228,1217.52,0.564633,3359.001717,0.952824,2564,0.925291,2372.446124,0.394946,1012.641544,999,0.472931
2445,Census Tract 69,New York,Queens,NYC,4611,88.415313,0.133594,616.001934,0.16504,760.99944,0.574,1044.106,0.309,1249.287,0.449794,2074.000134,0.861023,1819,0.820188,1491.921972,0.384425,699.269075,835,0.462133
2446,Census Tract 71,New York,Queens,NYC,3963,82.148652,0.130457,517.001091,0.092607,367.001541,0.521,933.632,0.246,888.306,0.537219,2128.998897,0.926305,1792,0.908006,1627.146752,0.341729,612.378368,3171,0.462915
2447,Census Tract 73,New York,Queens,NYC,4231,120.958837,0.111558,472.001898,0.104231,441.001361,0.402,773.046,0.224,839.552,0.560388,2371.001628,0.9277,1923,0.771128,1482.879144,0.328538,631.778574,1510,0.428693
2448,Census Tract 75,New York,Queens,NYC,4116,128.893622,0.113217,466.001172,0.17517,720.99972,0.526,1084.612,0.294,1108.38,0.517007,2128.000812,0.959418,2062,0.851768,1756.345616,0.356659,735.430858,962,0.474155
2449,Census Tract 77,New York,Queens,NYC,1478,47.217741,0.170501,252.000478,0.074425,110.00015,0.351,211.653,0.254,365.76,0.376861,557.000558,0.898773,603,0.725806,437.661018,0.16129,97.25787,415,0.376582
2450,Census Tract 79,New York,Queens,NYC,3493,88.067479,0.20584,718.99912,0.096479,337.001147,0.607,716.867,0.321,981.297,0.310908,1086.001644,0.92,1181,0.736974,870.366294,0.215317,254.289377,199,0.42669
2451,Census Tract 81,New York,Queens,NYC,1188,48.85775,0.270202,320.999976,0.039562,46.999656,0.351,116.883,0.343,285.033,0.299663,355.999644,0.769556,333,0.737952,245.738016,0.2249,74.8917,1097,0.379479
2452,Census Tract 83,New York,Queens,NYC,2950,62.442968,0.221695,654.00025,0.067458,199.0011,0.519,616.572,0.361,1198.881,0.293898,866.9991,0.802469,1188,0.840414,998.411832,0.169648,201.541824,369,0.409448
2453,Census Tract 637,New York,Queens,NYC,3148,18.403569,0.200762,631.998776,0.161372,507.999056,0.402,434.16,0.14,402.78,0.718234,2261.000632,0.962932,1080,0.223856,241.76448,0.040762,44.02296,2274,0.35624
2454,Census Tract 638,New York,Queens,NYC,3425,20.016059,0.216642,741.99885,0.114161,391.001425,0.314,340.062,0.063,224.721,0.067445,230.999125,0.958374,1083,0.11038,119.54154,0.034177,37.013691,474,0.234772
2455,Census Tract 639,New York,Queens,NYC,2747,43.73671,0.19403,533.00041,0.151074,415.000278,0.336,340.704,0.163,389.57,0.654896,1798.999312,0.940921,1014,0.413522,419.311308,0.09945,100.8423,347,0.369112
2456,Census Tract 641.01,New York,Queens,NYC,1960,87.714027,0.159184,312.00064,0.215306,421.99976,0.486,423.306,0.307,554.135,0.679082,1331.00072,0.918616,871,0.333161,290.183231,0.145078,126.362938,41,0.405428
2457,Census Tract 1451.01,New York,Queens,NYC,1360,21.844252,0.195588,265.99968,0.175735,238.9996,0.417,216.84,0.372,512.244,0.518382,704.99952,0.95092,520,0.325726,169.37752,0.042185,21.9362,356,0.374692
2458,Census Tract 1451.02,New York,Queens,NYC,2468,28.502094,0.208671,515.000028,0.124797,307.998996,0.33,284.46,0.317,815.958,0.277553,685.000804,0.94075,862,0.232407,200.334834,0.042584,36.707408,158,0.30922
2459,Census Tract 1459,New York,Queens,NYC,2772,30.296231,0.189755,526.00086,0.160173,443.999556,0.273,280.644,0.4,1201.2,0.480519,1331.998668,0.960245,1028,0.21061,216.50708,0.025567,26.282876,393,0.337484
2460,Census Tract 1463,New York,Queens,NYC,3000,37.232912,0.154333,462.999,0.245333,735.999,0.309,275.628,0.27,737.37,0.459333,1377.999,0.947217,892,0.613299,547.062708,0.124947,111.452724,752,0.390433
2461,Census Tract 1467,New York,Queens,NYC,2736,31.33722,0.157529,430.999344,0.121345,331.99992,0.47,638.26,0.198,562.716,0.515351,1410.000336,0.960546,1358,0.768898,1044.163484,0.088911,120.741138,1469,0.410073
2462,Census Tract 1471,New York,Queens,NYC,3341,32.237769,0.183478,612.999998,0.160431,535.999971,0.373,486.765,0.329,956.074,0.454056,1517.001096,0.947902,1305,0.330984,431.93412,0.042935,56.030175,1352,0.352723
2463,Census Tract 1479,New York,Queens,NYC,4241,18.675214,0.197359,836.999519,0.165055,699.998255,0.297,498.069,0.326,1417.448,0.513558,2177.999478,0.955342,1677,0.355767,596.621259,0.024352,40.838304,802,0.354304
2464,Census Tract 1483,New York,Queens,NYC,2863,9.384428,0.202585,580.000855,0.210968,604.001384,0.231,239.316,0.156,460.2,0.64862,1856.99906,0.951628,1036,0.187295,194.03762,0.021611,22.388996,227,0.326213
2465,Census Tract 1507.01,New York,Queens,NYC,2930,13.525235,0.200341,586.99913,0.202389,592.99977,0.242,257.73,0.279,754.695,0.640956,1878.00108,0.950717,1065,0.082254,87.60051,0.035702,38.02263,378,0.32917
2466,Census Tract 1507.02,New York,Queens,NYC,3178,14.8847,0.169289,538.000442,0.240717,764.998626,0.354,415.242,0.192,589.248,0.5837,1854.9986,0.945098,1173,0.190787,223.793151,0.039856,46.751088,862,0.339431
2467,Census Tract 1529.01,New York,Queens,NYC,6401,18.427915,0.194188,1242.997388,0.170442,1090.999242,0.314,773.068,0.308,1962.884,0.39197,2508.99997,0.959393,2462,0.276501,680.745462,0.034396,84.682952,916,0.331111
2468,Census Tract 1529.02,New York,Queens,NYC,5126,19.962279,0.171674,880.000924,0.212056,1086.999056,0.307,695.048,0.231,1134.672,0.569255,2918.00113,0.959543,2264,0.147978,335.022192,0.034694,78.547216,735,0.32915
2469,Census Tract 1567,New York,Queens,NYC,1790,5.099684,0.205587,368.00073,0.096089,171.99931,0.273,66.066,0.227,278.983,0.163687,292.99973,0.996241,242,0.757282,183.262244,0.118123,28.585766,4955,0.354626
2470,Census Tract 1571.01,New York,Queens,NYC,7216,23.487229,0.193736,1397.998976,0.147866,1067.001056,0.249,625.488,0.207,1478.187,0.324418,2341.000288,0.962323,2512,0.229987,577.727344,0.034106,85.674272,318,0.293555
2471,Census Tract 1571.02,New York,Queens,NYC,1996,25.858974,0.226954,453.000184,0.117735,234.99906,0.219,113.88,0.368,723.12,0.250501,499.999996,0.96,520,0.237981,123.75012,0.021635,11.2502,124,0.300226
2472,Census Tract 1579.01,New York,Queens,NYC,4800,21.113002,0.166875,801,0.1975,948,0.32,572.8,0.225,1148.4,0.421875,2025,0.961176,1790,0.168249,301.16571,0.025312,45.30848,208,0.310748
2473,Census Tract 1579.02,New York,Queens,NYC,3836,21.4812,0.179353,687.998108,0.184046,706.000456,0.337,378.788,0.201,719.379,0.307873,1181.000828,0.974472,1124,0.066136,74.336864,0.031559,35.472316,503,0.28518
2474,Census Tract 108.04,New York,Rockland,Hudson Valley,4082,4.634588,0.232239,947.999598,0.156786,640.000452,0.139,180.422,0.067,273.628,0.756247,3087.000254,0.969321,1298,0.1602,207.9396,0.002003,2.599894,2868,0.310349
2475,Census Tract 114.03,New York,Rockland,Hudson Valley,5445,4.597759,0.234343,1275.997635,0.206612,1125.00234,0.21,403.2,0.074,388.5,0.798347,4346.999415,0.982402,1920,0.074863,143.73696,0.021494,41.26848,1517,0.325258
2476,Census Tract 121.03,New York,Rockland,Hudson Valley,5318,12.782602,0.486085,2585.00003,0.07296,388.00128,0.532,552.216,0.315,1421.595,0.961076,5111.002168,0.930272,1038,0.496993,515.878734,0.072939,75.710682,807,0.483416
2477,Census Tract 130.03,New York,Rockland,Hudson Valley,3347,1.160526,0.150583,504.001301,0.277562,929.000014,0.35,374.15,0.047,141.047,0.775022,2593.998634,0.95493,1069,0.187045,199.951105,0.100405,107.332945,1926,0.355318
2478,Census Tract 124.02,New York,Rockland,Hudson Valley,5258,23.992625,0.251807,1324.001206,0.062952,331.001616,0.475,690.65,0.524,2686.024,0.083872,440.998976,0.929645,1454,0.774836,1126.611544,0.060245,87.59623,911,0.395295
2479,Census Tract 641.02,New York,Queens,NYC,113,0.206093,0.106195,12.000035,0.318584,35.999992,0.787,48.007,0,0,0.752212,84.999956,0.910448,61,0.104167,6.354187,0.333333,20.333313,2,0.413992
2480,Census Tract 645,New York,Queens,NYC,1979,26.008122,0.18949,375.00071,0.150076,297.000404,0.278,217.674,0.188,363.78,0.500758,991.000082,0.960759,783,0.325816,255.113928,0.077255,60.490665,482,0.333769
2481,Census Tract 646,New York,Queens,NYC,2829,28.428767,0.204666,579.000114,0.179569,508.000701,0.252,231.84,0.054,144.18,0.015907,45.000903,0.953512,920,0.16094,148.0648,0.032188,29.61296,15,0.231598
2482,Census Tract 650,New York,Queens,NYC,2650,26.800305,0.193585,513.00025,0.166792,441.9988,0.274,241.668,0.017,47.379,0.015094,39.9991,0.951357,882,0.165332,145.822824,0.045945,40.52349,0,0.228638
2483,Census Tract 654,New York,Queens,NYC,2788,16.126276,0.233501,651.000788,0.082138,229.000744,0.202,175.942,0.096,263.616,0.054519,151.998972,0.954087,871,0.162577,141.604567,0.043967,38.295257,172,0.228599
2484,Census Tract 655.01,New York,Queens,NYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0
2485,Census Tract 656,New York,Queens,NYC,4853,34.258467,0.261694,1270.000982,0.085926,416.998878,0.338,470.496,0.054,253.098,0.051308,248.997724,0.937824,1392,0.38022,529.26624,0.027373,38.103216,341,0.267043
2486,Census Tract 657.02,New York,Queens,NYC,1675,46.716806,0.170746,285.99955,0.174328,291.9994,0.423,274.104,0.203,293.944,0.756418,1267.00015,0.94095,648,0.411178,266.443344,0.163007,105.628536,312,0.405328
2487,Census Tract 659,New York,Queens,NYC,1666,34.726315,0.181273,302.000818,0.186074,309.999284,0.208,143.312,0.066,108.636,0.89976,1499.00016,0.936054,689,0.260153,179.245417,0.08299,57.18011,80,0.352538
2488,Census Tract 660,New York,Queens,NYC,3233,33.77929,0.252088,815.000504,0.08506,274.99898,0.184,188.232,0.092,315.376,0.048871,157.999943,0.961089,1023,0.358849,367.102527,0.036645,37.487835,21,0.252325
2489,Census Tract 661,New York,Queens,NYC,1495,45.368534,0.139799,208.999505,0.218729,326.999855,0.35,212.8,0.09,130.95,0.89097,1332.00015,0.97281,608,0.36998,224.94784,0.053983,32.821664,26,0.385784
2490,Census Tract 663,New York,Queens,NYC,2601,20.050994,0.200308,521.001108,0.189927,494.000127,0.366,339.648,0.165,405.57,0.771242,2006.000442,0.961847,928,0.072727,67.490656,0.072727,67.490656,186,0.349972
2491,Census Tract 1267,New York,Queens,NYC,4057,21.094892,0.106976,434.001632,0.077644,315.001708,0.261,188.703,0.173,671.586,0.337934,1370.998238,0.945607,723,0.192482,139.164486,0.036349,26.280327,5910,0.266374
2492,Census Tract 665.01,New York,Queens,NYC,3275,40.391861,0.172519,564.999725,0.221985,727.000875,0.467,659.404,0.105,352.695,0.89374,2926.9985,0.950469,1412,0.37597,530.86964,0.094855,133.93526,209,0.410192
2493,Census Tract 667.01,New York,Queens,NYC,2575,41.192733,0.183301,472.000075,0.18835,485.00125,0.304,309.168,0.173,449.281,0.81165,2089.99875,0.954755,1017,0.233719,237.692223,0.049204,50.040468,86,0.362247
2494,Census Tract 669,New York,Queens,NYC,1706,43.124408,0.189332,323.000392,0.19871,338.99926,0.293,195.724,0.145,251.43,0.840563,1434.000478,0.956757,668,0.25622,171.15496,0.063526,42.435368,42,0.367888
2495,Census Tract 677,New York,Queens,NYC,1786,38.86876,0.19037,340.00082,0.179731,320.999566,0.304,205.504,0.073,128.772,0.842105,1503.99953,0.967606,676,0.135906,91.872456,0.042506,28.734056,69,0.341903
2496,Census Tract 679,New York,Queens,NYC,4094,65.638682,0.147533,604.000102,0.24597,1007.00118,0.523,845.691,0.399,1627.122,0.567416,2323.001104,0.96729,1617,0.638163,1031.909571,0.214041,346.104297,805,0.462801
2497,Census Tract 1579.03,New York,Queens,NYC,3944,23.215207,0.207911,820.000984,0.171146,674.999824,0.373,528.541,0.144,532.944,0.416582,1642.999408,0.956835,1417,0.151751,215.031167,0.018677,26.465309,275,0.304988
2498,Census Tract 1617,New York,Queens,NYC,4297,24.623273,0.209448,899.998056,0.138934,596.999398,0.246,353.502,0.11,479.05,0.485222,2084.998934,0.963887,1437,0.164154,235.889298,0.027607,39.671259,623,0.293157
2499,Census Tract 1621,New York,Queens,NYC,6197,35.267028,0.23108,1432.00276,0.093432,578.998104,0.368,704.352,0.24,1376.16,0.24883,1541.99951,0.921275,1914,0.349432,668.812848,0.048297,92.440458,272,0.312543
