Object ID,ZCTA5,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Black or African American Householder","Median Household Income in past 12 months, American Indian and Alaska Native Householder","Median Household Income in past 12 months, Asian Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder","Median Household Income in past 12 months, Some Other Race Householder","Median Household Income in past 12 months, 2 or More Races Householder","Median Household Income in past 12 months, Non-Hispanic White Householder","Median Household Income in past 12 months, Hispanic or Latino Householder",Total Households,Households with any self-employment income in past 12 months,Households with no self-employment income in past 12 months,Percent of households with any self-employment income,Shape Area,Shape Length
50377,11356,36081093900,656191,881592,Census Tract 939,New York,Queens County,66745.0,,63521.0,89593.0,46638.0,,,62917.0,,63443.0,,88983.0,64016.0,1622.0,162.0,1460.0,10.0,1129961.69140625,5678.76371774671
50378,11693,36081094201,347514,199843,Census Tract 942.01,New York,Queens County,64688.0,,75875.0,50625.0,,65938.0,31178.0,,,,,91122.0,50856.0,1299.0,75.0,1224.0,5.8,614750.125,3361.4690852945696
50379,11692,36081094202,713772,458004,Census Tract 942.02,New York,Queens County,43520.0,,55114.0,34875.0,44450.0,41089.0,,34125.0,,,60139.0,74583.0,32332.0,1687.0,100.0,1587.0,5.9,1335327.71875,7576.37435555372
50380,11692,36081094203,509892,1050429,Census Tract 942.03,New York,Queens County,53581.0,,76056.0,65900.0,23352.0,66250.0,,38088.0,,,,55114.0,53750.0,2767.0,271.0,2496.0,9.8,843829.203125,5727.796595711121
50381,11356,36081094500,1518736,872808,Census Tract 945,New York,Queens County,79410.0,,95227.0,91771.0,49635.0,,,91198.0,,57784.0,,88382.0,65950.0,1163.0,118.0,1045.0,10.1,2656353.76953125,11313.8064588293
50382,11356,36081094700,272641,0,Census Tract 947,New York,Queens County,60625.0,,65900.0,60938.0,40313.0,,,,,54000.0,,64444.0,60625.0,718.0,27.0,691.0,3.8,476046.14453125,3513.69098217213
50383,11692,36081095400,808825,559625,Census Tract 954,New York,Queens County,57639.0,,,71389.0,26740.0,46627.0,,138438.0,,,116250.0,,40455.0,1675.0,93.0,1582.0,5.6,1407373.3203125,6270.481826946229
50384,11692,36081096400,862704,586619,Census Tract 964,New York,Queens County,68420.0,,56893.0,78984.0,55804.0,63315.0,,112857.0,,60625.0,,107159.0,69554.0,1785.0,131.0,1654.0,7.3,1547380.88671875,6991.78882292531
50385,11691,36081097202,576641,1132095,Census Tract 972.02,New York,Queens County,32316.0,,37222.0,,30192.0,36464.0,,,,15739.0,,2499.0,36364.0,1113.0,73.0,1040.0,6.6,904514.46484375,5438.18935646592
50386,11691,36081097203,1314888,1020625,Census Tract 972.03,New York,Queens County,28661.0,,29375.0,27944.0,40736.0,29118.0,,,,29325.0,,,27853.0,2467.0,109.0,2358.0,4.4,2633971.52734375,10828.912886075
50387,11691,36081097204,391826,0,Census Tract 972.04,New York,Queens County,40833.0,,32083.0,42292.0,31354.0,46875.0,,,,40411.0,,,34821.0,1036.0,39.0,997.0,3.8,680260.671875,4288.35550031188
50388,11357,36081097300,528721,191606,Census Tract 973,New York,Queens County,90682.0,,129250.0,96000.0,68625.0,,,66250.0,,,129524.0,95750.0,112250.0,664.0,54.0,610.0,8.1,920128.87890625,4744.03196218681
50389,11357,36081098100,650601,922899,Census Tract 981,New York,Queens County,91484.0,,91406.0,112132.0,,,,85694.0,,,,90547.0,96354.0,771.0,41.0,730.0,5.3,1124276.9609375,6888.23637766468
50390,11357,36081098700,667301,731613,Census Tract 987,New York,Queens County,78393.0,73750.0,153125.0,79250.0,40469.0,,,40313.0,,,,89659.0,,834.0,53.0,781.0,6.4,1148754.4609375,6716.8958362738
50391,11357,36081099100,1081249,432743,Census Tract 991,New York,Queens County,100352.0,,116544.0,104735.0,72203.0,,,121382.0,,,,91165.0,124572.0,2870.0,198.0,2672.0,6.9,1914678.80078125,6572.96257636854
50392,11691,36081099200,581564,324488,Census Tract 992,New York,Queens County,33571.0,,37969.0,36683.0,27134.0,43542.0,,,,75438.0,,26037.0,,1392.0,21.0,1371.0,1.5,1029287.78125,6205.96914923188
50393,11357,36081099701,978866,0,Census Tract 997.01,New York,Queens County,85246.0,,87059.0,126607.0,42386.0,,,,,,,85294.0,158478.0,1243.0,183.0,1060.0,14.7,1708920.05078125,5478.95836185005
50394,11360,36081099703,576606,0,Census Tract 997.03,New York,Queens County,92813.0,,109631.0,89107.0,68750.0,,,105129.0,,,,92909.0,,1731.0,251.0,1480.0,14.5,1005092.953125,5929.395697567939
50395,11360,36081099704,675915,0,Census Tract 997.04,New York,Queens County,73362.0,,105417.0,93919.0,56250.0,,,77679.0,,,92500.0,69474.0,76250.0,3690.0,348.0,3342.0,9.4,1180046.31640625,5061.08056623763
50396,11360,36081099705,440081,4538936,Census Tract 997.05,New York,Queens County,108009.0,,125774.0,159792.0,,,,125595.0,,178875.0,,97688.0,95227.0,1055.0,85.0,970.0,8.1,850955.8203125,11394.398553073
50397,11691,36081099801,456707,0,Census Tract 998.01,New York,Queens County,81250.0,,110205.0,70603.0,74453.0,87344.0,,,,,,50300.0,,2574.0,248.0,2326.0,9.6,792998.71484375,3798.5421531927204
50398,11691,36081099802,434629,689393,Census Tract 998.02,New York,Queens County,41839.0,,45460.0,56833.0,15968.0,47147.0,,26276.0,,,,14479.0,,2676.0,82.0,2594.0,3.1,831498.2890625,3870.1035144193297
50400,11691,36081100801,644973,339805,Census Tract 1008.01,New York,Queens County,83750.0,,125417.0,91250.0,48958.0,78021.0,,,,146538.0,,99464.0,140714.0,633.0,54.0,579.0,8.5,1130511.48828125,5674.057619231371
50401,11691,36081100802,1038703,144963,Census Tract 1008.02,New York,Queens County,60294.0,,54286.0,68068.0,55313.0,57263.0,,43256.0,,,,84157.0,49388.0,2558.0,87.0,2471.0,3.4,1751838.09765625,6568.60713569168
50402,11691,36081101001,804855,210562,Census Tract 1010.01,New York,Queens County,36469.0,,60625.0,33351.0,13712.0,39071.0,,,,38545.0,16622.0,53367.0,25585.0,3325.0,387.0,2938.0,11.6,1377674.25390625,5435.13077381522
50403,11691,36081101002,556508,113552,Census Tract 1010.02,New York,Queens County,34583.0,,80450.0,36488.0,20788.0,28203.0,,,,,,80550.0,,1600.0,182.0,1418.0,11.4,977838.296875,4467.63555452638
50404,11357,36081101700,987636,0,Census Tract 1017,New York,Queens County,83802.0,,96453.0,87479.0,44130.0,,,142000.0,,,,78470.0,69643.0,2441.0,106.0,2335.0,4.3,1724164.86328125,5631.81336497566
50405,11357,36081102900,490509,0,Census Tract 1029,New York,Queens County,76806.0,,112778.0,91250.0,31776.0,,,,,,,75139.0,125221.0,1349.0,69.0,1280.0,5.1,856411.23828125,4309.93612696944
50406,11691,36081103201,400183,28173,Census Tract 1032.01,New York,Queens County,36143.0,,24633.0,47679.0,45417.0,36337.0,,,,40302.0,15000.0,,33269.0,2002.0,187.0,1815.0,9.3,705357.23828125,4335.7929804552205
50407,11691,36081103202,712534,0,Census Tract 1032.02,New York,Queens County,54877.0,,59697.0,61989.0,50682.0,53387.0,,,,40294.0,,81484.0,45297.0,1920.0,600.0,1320.0,31.3,1237506.52734375,4660.774251793599
50408,11357,36081103300,606048,0,Census Tract 1033,New York,Queens County,95708.0,,96477.0,130250.0,44694.0,,,86316.0,,,,97350.0,96161.0,1424.0,148.0,1276.0,10.4,1057989.80078125,4670.94298711714
50409,11357,36081103900,878035,0,Census Tract 1039,New York,Queens County,77136.0,,,84162.0,66203.0,,,66444.0,,,89013.0,79254.0,88355.0,2101.0,152.0,1949.0,7.2,1533022.1875,5520.292682899829
50410,11354,36081104700,841801,0,Census Tract 1047,New York,Queens County,53779.0,,54880.0,67906.0,25094.0,,,35956.0,,52878.0,,62557.0,53438.0,2606.0,180.0,2426.0,6.9,1469361.890625,5298.61239521204
50411,11354,36081105900,649579,0,Census Tract 1059,New York,Queens County,85900.0,,132792.0,105690.0,40795.0,,,91389.0,,,250001.0,77361.0,86563.0,1288.0,175.0,1113.0,13.6,1133800.19921875,4928.095410130711
50412,11693,36081107201,1385932,0,Census Tract 1072.01,New York,Queens County,85147.0,,106953.0,92292.0,52917.0,,,,,,,86471.0,31250.0,772.0,34.0,738.0,4.4,2152591.7265625,12736.0295854248
50414,11358,36081108500,444815,0,Census Tract 1085,New York,Queens County,75893.0,,104107.0,68750.0,53864.0,,,48500.0,,,,84091.0,,851.0,152.0,699.0,17.9,776365.171875,3745.5555962595
50415,11360,36081109300,1069850,458982,Census Tract 1093,New York,Queens County,89353.0,6172.0,,91306.0,89145.0,,,86136.0,,,,89013.0,87750.0,1075.0,101.0,974.0,9.4,1931653.41015625,8289.93620657126
50416,11361,36081109700,445149,0,Census Tract 1097,New York,Queens County,100208.0,,112143.0,96667.0,86429.0,,,106042.0,,,,100795.0,92917.0,638.0,74.0,564.0,11.6,776902.3359375,4566.32112494549
50417,11358,36081109900,378701,0,Census Tract 1099,New York,Queens County,66042.0,,76667.0,79769.0,32569.0,,,49750.0,,103241.0,,74471.0,79769.0,1108.0,82.0,1026.0,7.4,660879.96484375,3329.91307723074
50418,11361,36081111300,730305,105941,Census Tract 1113,New York,Queens County,104688.0,,108500.0,123958.0,70375.0,,,109013.0,,,,103750.0,52813.0,784.0,92.0,692.0,11.7,1266818.05078125,5313.3184582712
50419,11361,36081112300,279273,0,Census Tract 1123,New York,Queens County,90227.0,,103977.0,115417.0,,215250.0,,79028.0,,104091.0,,83681.0,104432.0,762.0,132.0,630.0,17.3,487345.54296875,3141.9965437394603
50420,11361,36081112900,354968,0,Census Tract 1129,New York,Queens County,89050.0,,104792.0,111667.0,54474.0,88625.0,,110417.0,,,,95972.0,72283.0,836.0,69.0,767.0,8.3,619422.6875,3655.4012388362
50421,11358,36081113300,253829,0,Census Tract 1133,New York,Queens County,101042.0,,164653.0,107765.0,61500.0,,,79191.0,,,73750.0,87721.0,162847.0,628.0,51.0,577.0,8.1,442915.15234375,2786.56269635122
50422,11358,36081113900,383381,0,Census Tract 1139,New York,Queens County,63488.0,,66778.0,76628.0,42292.0,,,45893.0,,46797.0,143611.0,70809.0,,1453.0,70.0,1383.0,4.8,668976.11328125,4074.6127825753297
50423,11358,36081114100,448090,0,Census Tract 1141,New York,Queens County,111641.0,,155568.0,114318.0,78571.0,,,113182.0,,112031.0,,97273.0,131406.0,825.0,102.0,723.0,12.4,782002.81640625,3995.22378795887
50424,11358,36081114700,308438,0,Census Tract 1147,New York,Queens County,87188.0,,98068.0,88050.0,78571.0,,,102772.0,,,,85000.0,81250.0,616.0,70.0,546.0,11.4,538270.4296875,3057.53876892766
50425,11354,36081115100,282637,13939,Census Tract 1151,New York,Queens County,74063.0,,,66563.0,72500.0,,,53167.0,,35156.0,,90250.0,,354.0,58.0,296.0,16.4,517574.8671875,2903.1551978801
50426,11354,36081115500,187009,0,Census Tract 1155,New York,Queens County,52762.0,,76250.0,51597.0,26563.0,93854.0,,48672.0,,42188.0,,58125.0,52849.0,673.0,34.0,639.0,5.1,326354.8359375,3009.84687634498
50427,11354,36081115700,314622,0,Census Tract 1157,New York,Queens County,46500.0,,44375.0,67361.0,,,,44792.0,,,,55833.0,,1232.0,91.0,1141.0,7.4,549053.02734375,3217.5544133570597
50428,11354,36081115900,308992,0,Census Tract 1159,New York,Queens County,57804.0,,41250.0,77875.0,33864.0,,,51830.0,,,,43971.0,76111.0,1329.0,127.0,1202.0,9.6,539249.34765625,2952.83932281753
50429,11354,36081116100,175693,0,Census Tract 1161,New York,Queens County,25387.0,22563.0,31974.0,34808.0,17414.0,,,20833.0,,,,54432.0,49125.0,1489.0,121.0,1368.0,8.1,306597.69140625,2510.02748900917
50430,11354,36081116300,251471,0,Census Tract 1163,New York,Queens County,36038.0,34297.0,52083.0,35990.0,14729.0,,,31809.0,,56983.0,69211.0,24545.0,57241.0,2763.0,168.0,2595.0,6.1,438796.71875,3421.6835998652
50431,11354,36081116700,166109,0,Census Tract 1167,New York,Queens County,49000.0,29375.0,52188.0,62969.0,,,,38500.0,,59750.0,,,74375.0,554.0,44.0,510.0,7.9,289831.51171875,2697.41232889637
50432,11354,36081117100,397540,0,Census Tract 1171,New York,Queens County,46250.0,,43929.0,68173.0,26538.0,,,42529.0,,42167.0,,76563.0,49167.0,902.0,112.0,790.0,12.4,693662.57421875,3999.0526060298603
50433,11358,36081117500,562493,0,Census Tract 1175,New York,Queens County,63266.0,,83188.0,72742.0,29493.0,,,56902.0,,,,67500.0,,1889.0,215.0,1674.0,11.4,981437.05078125,4435.88865005387
50434,11358,36081118100,195225,0,Census Tract 1181,New York,Queens County,64851.0,,65192.0,65333.0,55500.0,,,63423.0,,,,79688.0,60192.0,611.0,92.0,519.0,15.1,340606.90625,2441.80697479438
50435,11355,36081118500,155079,0,Census Tract 1185,New York,Queens County,45583.0,,32368.0,55833.0,28839.0,,,45625.0,,44038.0,,39792.0,43365.0,675.0,69.0,606.0,10.2,270563.12109375,3260.9200280889195
50436,11355,36081118700,187235,0,Census Tract 1187,New York,Queens County,43125.0,,78250.0,39167.0,36500.0,,,35250.0,,,,,48214.0,744.0,84.0,660.0,11.3,326668.59765625,2531.69920205392
50437,11355,36081118900,202351,0,Census Tract 1189,New York,Queens County,64716.0,,79500.0,57604.0,,,,64750.0,,58021.0,,61750.0,69375.0,677.0,80.0,597.0,11.8,353008.015625,2416.65041073256
50438,11355,36081119100,217684,0,Census Tract 1191,New York,Queens County,37000.0,,49135.0,36754.0,23370.0,,,36511.0,,64338.0,,29107.0,63988.0,978.0,102.0,876.0,10.4,379758.921875,2933.70365169857
50439,11358,36081119300,211094,0,Census Tract 1193,New York,Queens County,49327.0,,73125.0,43750.0,42917.0,,,49034.0,,102619.0,,52583.0,83583.0,708.0,72.0,636.0,10.2,368267.421875,2807.75661794401
50440,11358,36081119500,189356,0,Census Tract 1195,New York,Queens County,74904.0,,74286.0,102596.0,47404.0,,,,,41711.0,,90500.0,52813.0,410.0,10.0,400.0,2.4,330324.46484375,2729.34482533758
50441,11355,36081119900,184357,0,Census Tract 1199,New York,Queens County,64219.0,,75278.0,82292.0,62768.0,,,60855.0,,,,73750.0,,484.0,27.0,457.0,5.6,321590.421875,2855.1985284156203
50442,11355,36081120100,162893,0,Census Tract 1201,New York,Queens County,46359.0,,41339.0,53125.0,,,,46685.0,,,,30313.0,,425.0,45.0,380.0,10.6,284145.28125,2619.06499607632
50443,11355,36081120300,184012,0,Census Tract 1203,New York,Queens County,63125.0,,103021.0,45208.0,62946.0,,,58864.0,,,,80724.0,,435.0,45.0,390.0,10.3,320940.29296875,2613.93448551083
50444,11355,36081120500,202234,0,Census Tract 1205,New York,Queens County,22721.0,,41134.0,40000.0,12063.0,,,22773.0,,,,16932.0,,1025.0,40.0,985.0,3.9,352748.359375,2441.97290615087
50445,11358,36081120700,704083,0,Census Tract 1207,New York,Queens County,81515.0,,76417.0,87589.0,69500.0,,,73654.0,,62260.0,,89375.0,75250.0,934.0,101.0,833.0,10.8,1228085.1796875,5581.43514367078
50446,11365,36081121100,979719,46201,Census Tract 1211,New York,Queens County,,,,,,,,,,,,,,0.0,0.0,0.0,,1789159.55078125,6305.74010411645
50447,11355,36081121500,631660,0,Census Tract 1215,New York,Queens County,65547.0,,57303.0,116071.0,45885.0,,,77321.0,,57458.0,,72560.0,59625.0,1278.0,173.0,1105.0,13.5,1101429.3125,5201.468208088821
50448,11365,36081122300,495705,0,Census Tract 1223,New York,Queens County,59738.0,,53897.0,59651.0,74792.0,,,59767.0,,70900.0,,105077.0,46971.0,1225.0,217.0,1008.0,17.7,864223.25,4413.08239253451
50449,11365,36081122701,701334,0,Census Tract 1227.01,New York,Queens County,65131.0,,74875.0,67295.0,28623.0,,,75717.0,,,132250.0,64459.0,75965.0,4443.0,277.0,4166.0,6.2,1222656.046875,4958.52661703543
50450,11365,36081122702,449732,0,Census Tract 1227.02,New York,Queens County,29795.0,50739.0,20455.0,36818.0,21042.0,19676.0,,36181.0,,48533.0,,31908.0,36196.0,2905.0,125.0,2780.0,4.3,784027.96875,4699.2482150985
50451,11365,36081124100,499010,0,Census Tract 1241,New York,Queens County,67446.0,,71125.0,76731.0,54375.0,,,69542.0,,,,71625.0,,1271.0,126.0,1145.0,9.9,869768.3359375,4660.21318513372
50452,11365,36081124700,483459,0,Census Tract 1247,New York,Queens County,64744.0,,120750.0,77841.0,56827.0,,,60764.0,,,,78750.0,,1117.0,113.0,1004.0,10.1,842692.46484375,4110.72349622057
50453,11365,36081125700,331894,0,Census Tract 1257,New York,Queens County,56612.0,,51912.0,74688.0,40078.0,41328.0,,51936.0,,65000.0,,97115.0,61477.0,911.0,119.0,792.0,13.1,578445.5859375,3407.6309312565804
50454,11432,36081126500,200793,0,Census Tract 1265,New York,Queens County,66625.0,25179.0,,79063.0,54722.0,,,78500.0,,,,65417.0,105147.0,559.0,40.0,519.0,7.2,349917.01953125,2836.52252390733
50455,11432,36081126700,775341,0,Census Tract 1267,New York,Queens County,73942.0,,109167.0,78350.0,,,,113000.0,,,,69500.0,,655.0,94.0,561.0,14.4,1351151.234375,5911.87732258234
50456,11366,36081127700,1069117,0,Census Tract 1277,New York,Queens County,125625.0,,126250.0,155290.0,91184.0,119764.0,,155260.0,,,,127250.0,,1050.0,189.0,861.0,18.0,1863335.796875,5655.797376528791
50457,11364,36081128300,1971930,0,Census Tract 1283,New York,Queens County,,,,,,,,,,,,,,0.0,0.0,0.0,,3437800.0078125,11304.854212548602
50458,11364,36081129102,991868,0,Census Tract 1291.02,New York,Queens County,120240.0,,138875.0,130141.0,80139.0,,,104327.0,,,,121500.0,83000.0,1289.0,216.0,1073.0,16.8,1729071.15625,6397.91057214534
50459,11364,36081129103,458536,0,Census Tract 1291.03,New York,Queens County,62784.0,,68125.0,79044.0,40804.0,9537.0,,76094.0,,,,63182.0,54583.0,1963.0,121.0,1842.0,6.2,799462.22265625,4032.5961678747
50460,11364,36081129104,708262,0,Census Tract 1291.04,New York,Queens County,81518.0,,102917.0,86806.0,54306.0,49063.0,,105677.0,,,,74779.0,79625.0,1868.0,197.0,1671.0,10.5,1234905.87890625,5498.78702834365
50461,11427,36081130100,698698,0,Census Tract 1301,New York,Queens County,82833.0,,99766.0,103148.0,45850.0,65000.0,,78036.0,,120750.0,,86875.0,121750.0,1462.0,59.0,1403.0,4.0,1218071.33203125,4628.58115870669
50462,11365,36081133300,695376,0,Census Tract 1333,New York,Queens County,94764.0,,94702.0,139167.0,71223.0,,,87083.0,,,,94009.0,148750.0,1267.0,110.0,1157.0,8.7,1212220.4765625,5130.6448175492
50463,11366,36081133900,226211,0,Census Tract 1339,New York,Queens County,116250.0,,165724.0,102000.0,111875.0,,,122188.0,,,,115769.0,116150.0,410.0,32.0,378.0,7.8,394309.12890625,2513.8705377543397
50464,11365,36081134100,592973,0,Census Tract 1341,New York,Queens County,85064.0,,85517.0,78359.0,76944.0,,,80379.0,,,,79375.0,180096.0,1066.0,141.0,925.0,13.2,1033817.27734375,4905.1240171521395
50465,11365,36081134700,1078957,0,Census Tract 1347,New York,Queens County,67545.0,,81295.0,72554.0,38063.0,62240.0,,66825.0,,75595.0,27131.0,68730.0,69450.0,3910.0,515.0,3395.0,13.2,1881246.58984375,5674.42059650823
50466,11364,36081136700,772177,0,Census Tract 1367,New York,Queens County,73026.0,,72622.0,107640.0,50562.0,,,74591.0,,,,66938.0,116327.0,2306.0,150.0,2156.0,6.5,1346601.984375,4741.4948069399
50467,11364,36081137700,749685,0,Census Tract 1377,New York,Queens County,67086.0,,68447.0,78418.0,48947.0,100886.0,,68214.0,,,,49922.0,77704.0,2443.0,210.0,2233.0,8.6,1307491.37890625,4839.9579731067
50468,11361,36081138501,989756,49214,Census Tract 1385.01,New York,Queens County,93287.0,,104592.0,67039.0,69375.0,,,92639.0,,,,77422.0,,1479.0,144.0,1335.0,9.7,1812437.04296875,5896.59213123412
50469,11362,36081138502,2354813,39269,Census Tract 1385.02,New York,Queens County,,,,,,,,,,,,,,0.0,0.0,0.0,,3990200.33203125,21011.7219999247
50470,11364,36081139900,364201,0,Census Tract 1399,New York,Queens County,102500.0,,69306.0,120268.0,66500.0,,,84688.0,,,,103424.0,161000.0,576.0,20.0,556.0,3.5,635238.35546875,3302.92906288125
50471,11364,36081140300,374326,0,Census Tract 1403,New York,Queens County,78125.0,,103813.0,61000.0,79063.0,,,76905.0,,38026.0,,78482.0,74625.0,810.0,85.0,725.0,10.5,652864.96484375,3330.12565950151
50472,11364,36081140901,244502,0,Census Tract 1409.01,New York,Queens County,90000.0,,105667.0,103409.0,,,,91071.0,,,,68500.0,,316.0,40.0,276.0,12.7,426415.078125,2710.17073502942
50473,11364,36081140902,537655,0,Census Tract 1409.02,New York,Queens County,101786.0,,104044.0,120461.0,67895.0,,,98438.0,,,,109250.0,120577.0,868.0,47.0,821.0,5.4,937638.9921875,4296.50237609137
50474,11358,36081141700,892286,0,Census Tract 1417,New York,Queens County,78047.0,,108966.0,96484.0,54359.0,151058.0,,85714.0,,,,66806.0,112321.0,1576.0,153.0,1423.0,9.7,1556083.8671875,6046.92823908621
50475,11358,36081142900,530341,0,Census Tract 1429,New York,Queens County,82552.0,,103810.0,85900.0,59219.0,,,66875.0,,,,86071.0,,1169.0,105.0,1064.0,9.0,925057.96484375,5158.3030975596
50476,11364,36081143500,357723,0,Census Tract 1435,New York,Queens County,90833.0,,91029.0,101625.0,76250.0,,,91719.0,,,,77143.0,,734.0,58.0,676.0,7.9,623990.23828125,3487.7051523250702
50477,11361,36081144100,337064,0,Census Tract 1441,New York,Queens County,92361.0,,116458.0,102907.0,45682.0,,,104648.0,,,,68750.0,104432.0,1186.0,138.0,1048.0,11.6,588003.7265625,3594.41717137055
50478,11361,36081144700,412781,0,Census Tract 1447,New York,Queens County,90938.0,,103100.0,102880.0,53125.0,101667.0,,91667.0,,172656.0,,83359.0,103819.0,913.0,77.0,836.0,8.4,720118.50390625,3452.5462109462105
50479,11358,36081145101,251956,0,Census Tract 1451.01,New York,Queens County,72143.0,,127917.0,95000.0,,,,71607.0,,,,75000.0,,406.0,86.0,320.0,21.2,439528.0234375,2763.2990384304803
50480,11361,36081145102,343669,0,Census Tract 1451.02,New York,Queens County,93793.0,,93906.0,112188.0,73214.0,,,92931.0,,,,106484.0,96607.0,794.0,63.0,731.0,7.9,599483.5234375,3665.67594424771
50481,11358,36081145900,372382,0,Census Tract 1459,New York,Queens County,79083.0,,63393.0,105962.0,61314.0,,,63750.0,,235250.0,,76477.0,100893.0,923.0,78.0,845.0,8.5,649593.02734375,3330.27564817117
50482,11361,36081146300,323967,0,Census Tract 1463,New York,Queens County,69386.0,,88333.0,77227.0,52159.0,,,68226.0,,,,107757.0,,971.0,116.0,855.0,11.9,565219.546875,3003.3823355685604
50483,11361,36081146700,354572,0,Census Tract 1467,New York,Queens County,80536.0,,100188.0,70000.0,55313.0,,,64005.0,,,,85889.0,87667.0,1271.0,127.0,1144.0,10.0,618657.3125,3845.9729481150603
50484,11361,36081147100,421861,0,Census Tract 1471,New York,Queens County,82130.0,,80694.0,89583.0,59539.0,,,87083.0,,,,83456.0,,1222.0,120.0,1102.0,9.8,736060.25,3892.84956920817
50485,11362,36081147900,914228,0,Census Tract 1479,New York,Queens County,84507.0,,92262.0,90900.0,53295.0,82888.0,,56067.0,,,,88250.0,125641.0,1717.0,247.0,1470.0,14.4,1595139.203125,5923.821706108721
50486,11363,36081148300,1334134,1047226,Census Tract 1483,New York,Queens County,130230.0,,,159821.0,67188.0,,,125625.0,,,,131300.0,,1071.0,136.0,935.0,12.7,2361655.8125,7253.814582215021
50487,11362,36081150701,877002,0,Census Tract 1507.01,New York,Queens County,122656.0,,184091.0,146250.0,87292.0,,,149205.0,,,171250.0,110742.0,167768.0,1052.0,145.0,907.0,13.8,1530229.10546875,6166.021802994001
50488,11362,36081150702,857353,0,Census Tract 1507.02,New York,Queens County,82500.0,,94107.0,118393.0,57500.0,,,87721.0,,56958.0,,80000.0,84219.0,1158.0,210.0,948.0,18.1,1496129.40234375,5364.61708277147
50489,11362,36081152901,1399259,0,Census Tract 1529.01,New York,Queens County,89609.0,,98638.0,96343.0,52955.0,,,98242.0,,,,70956.0,96118.0,2637.0,234.0,2403.0,8.9,2440756.234375,6602.92912362797
50490,11362,36081152902,1038708,0,Census Tract 1529.02,New York,Queens County,76750.0,,105517.0,90385.0,47927.0,,,97823.0,,,,65179.0,,2177.0,220.0,1957.0,10.1,1812226.0625,5799.41708406634
50492,11004,36081155102,1441405,0,Census Tract 1551.02,New York,Queens County,85278.0,,105791.0,83990.0,64637.0,86593.0,,111944.0,,88015.0,96185.0,81107.0,73495.0,3608.0,320.0,3288.0,8.9,2514186.46484375,9021.765553047779
50493,11426,36081156700,1469691,0,Census Tract 1567,New York,Queens County,63594.0,,131667.0,120833.0,11813.0,,,64688.0,,,,,12188.0,255.0,27.0,228.0,10.6,2562714.19140625,10343.7893044253
50494,11004,36081157101,1225445,0,Census Tract 1571.01,New York,Queens County,94420.0,,101741.0,101762.0,55456.0,64107.0,,105217.0,,,,83256.0,83911.0,2518.0,282.0,2236.0,11.2,2136687.62109375,6762.360299032671
50495,11426,36081157102,320045,0,Census Tract 1571.02,New York,Queens County,87750.0,23654.0,101620.0,88214.0,50682.0,,,87727.0,,250001.0,,82500.0,148636.0,569.0,70.0,499.0,12.3,557970.83203125,3797.8472113182
50496,11004,36081157901,913547,0,Census Tract 1579.01,New York,Queens County,101250.0,,116174.0,106813.0,67669.0,181200.0,,132973.0,,177900.0,101641.0,69012.0,149397.0,1724.0,235.0,1489.0,13.6,1593166.00390625,5436.765350771289
50497,11004,36081157902,722590,0,Census Tract 1579.02,New York,Queens County,120284.0,,150651.0,137396.0,86477.0,,,105242.0,,,228000.0,151173.0,120521.0,1127.0,169.0,958.0,15.0,1260021.93359375,4617.41145810643
50498,11004,36081157903,686014,0,Census Tract 1579.03,New York,Queens County,76094.0,,85435.0,94125.0,40357.0,126563.0,,85391.0,,,,47868.0,,1293.0,227.0,1066.0,17.6,1195971.296875,5230.771464778711
50499,11426,36081161700,706697,0,Census Tract 1617,New York,Queens County,99500.0,,78429.0,142500.0,77500.0,,,95107.0,,142813.0,,108942.0,132692.0,1518.0,110.0,1408.0,7.2,1231838.5234375,4835.628864062101
50500,11426,36081162100,710238,0,Census Tract 1621,New York,Queens County,69710.0,,74471.0,83309.0,58393.0,55850.0,,85774.0,,68257.0,88971.0,63438.0,59199.0,1899.0,197.0,1702.0,10.4,1237992.93359375,5346.69135091428
50501,10301,36085000300,377461,2125639,Census Tract 3,New York,Richmond County,77917.0,,72375.0,80089.0,89167.0,58000.0,,70750.0,,,156429.0,89375.0,56406.0,1006.0,111.0,895.0,11.0,1013073.0546875,4129.34303435507
50502,10304,36085000600,666769,2045497,Census Tract 6,New York,Richmond County,63750.0,,105875.0,91111.0,20043.0,155265.0,,87969.0,,,72386.0,49792.0,70568.0,1117.0,21.0,1096.0,1.9,1660987.15625,8378.92173581838
50503,10301,36085000700,528114,638941,Census Tract 7,New York,Richmond County,35427.0,2499.0,22607.0,52431.0,29625.0,17646.0,,76938.0,,,2499.0,78793.0,,2297.0,208.0,2089.0,9.1,1105463.37890625,5080.60231380326
50504,10305,36085000800,799851,0,Census Tract 8,New York,Richmond County,71275.0,,79414.0,79167.0,40574.0,54143.0,,71055.0,,,,88573.0,36500.0,1949.0,87.0,1862.0,4.5,1389378.4765625,5858.01096500062
