Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Non-Hispanic White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Native Hawaiian and Other Pacific Islander Population,Some Other Race Population,Two or More Races Population,Hispanic or Latino Population,Percent of Population that is Non-Hispanic White,Percent of Population that is Black or African American,Percent of Population that is American Indian and Alaska Native,Percent of Population that is Asian,Percent of Population that is Native Hawaiian and Other Pacific Islander,Percent of Population that is Some Other Race,Percent of Population that is 2 or More Races,Percent of Population that is Hispanic or Latino,Shape Area,Shape Length
48687,11216,11216,36047022900,171832,0,Census Tract 229,New York,Kings County,3841,1413,1715,0,325,0,32,59,297,36.8,44.6,0.0,8.5,0.0,0.8,1.5,7.7,299129.7265625,2188.23033712013
48687,11238,11238,36047022900,171832,0,Census Tract 229,New York,Kings County,3841,1413,1715,0,325,0,32,59,297,36.8,44.6,0.0,8.5,0.0,0.8,1.5,7.7,299129.7265625,2188.23033712013
48688,11218,11218,36047023000,150951,0,Census Tract 230,New York,Kings County,4171,3373,117,0,340,0,0,55,286,80.9,2.8,0.0,8.2,0.0,0.0,1.3,6.9,262407.76171875,3344.5722577786896
48688,11219,11219,36047023000,150951,0,Census Tract 230,New York,Kings County,4171,3373,117,0,340,0,0,55,286,80.9,2.8,0.0,8.2,0.0,0.0,1.3,6.9,262407.76171875,3344.5722577786896
48689,11238,11238,36047023100,159414,0,Census Tract 231,New York,Kings County,3607,1506,1287,0,166,0,31,177,440,41.8,35.7,0.0,4.6,0.0,0.9,4.9,12.2,277517.73828125,2378.30140852049
48690,11218,11218,36047023200,226367,0,Census Tract 232,New York,Kings County,5406,4233,0,0,383,0,0,0,790,78.3,0.0,0.0,7.1,0.0,0.0,0.0,14.6,393492.31640625,2926.9975853647197
48690,11219,11219,36047023200,226367,0,Census Tract 232,New York,Kings County,5406,4233,0,0,383,0,0,0,790,78.3,0.0,0.0,7.1,0.0,0.0,0.0,14.6,393492.31640625,2926.9975853647197
48691,11205,11205,36047023300,171841,0,Census Tract 233,New York,Kings County,5252,1369,2442,0,256,0,0,175,1010,26.1,46.5,0.0,4.9,0.0,0.0,3.3,19.2,299177.44921875,2187.29357452026
48691,11216,11216,36047023300,171841,0,Census Tract 233,New York,Kings County,5252,1369,2442,0,256,0,0,175,1010,26.1,46.5,0.0,4.9,0.0,0.0,3.3,19.2,299177.44921875,2187.29357452026
48691,11238,11238,36047023300,171841,0,Census Tract 233,New York,Kings County,5252,1369,2442,0,256,0,0,175,1010,26.1,46.5,0.0,4.9,0.0,0.0,3.3,19.2,299177.44921875,2187.29357452026
48692,11219,11219,36047023400,169784,0,Census Tract 234,New York,Kings County,4578,4380,11,14,0,0,0,0,173,95.7,0.2,0.3,0.0,0.0,0.0,0.0,3.8,295116.265625,2507.698449163
48693,11205,11205,36047023500,141574,0,Census Tract 235,New York,Kings County,4316,2450,670,0,244,0,22,73,857,56.8,15.5,0.0,5.7,0.0,0.5,1.7,19.9,246510.78515625,1994.29176620638
48694,11219,11219,36047023600,169852,0,Census Tract 236,New York,Kings County,6000,5579,14,48,280,0,0,11,68,93.0,0.2,0.8,4.7,0.0,0.0,0.2,1.1,295216.5,2508.44165689715
48695,11219,11219,36047023800,169884,0,Census Tract 238,New York,Kings County,3857,3488,0,0,0,0,0,37,332,90.4,0.0,0.0,0.0,0.0,0.0,1.0,8.6,295258.28515625,2508.4306404069002
48696,11219,11219,36047024000,169751,0,Census Tract 240,New York,Kings County,4562,4297,50,0,4,0,51,35,125,94.2,1.1,0.0,0.1,0.0,1.1,0.8,2.7,295013.34375,2506.86073388144
48697,11205,11205,36047024100,180215,0,Census Tract 241,New York,Kings County,2707,1498,387,0,88,0,0,95,639,55.3,14.3,0.0,3.3,0.0,0.0,3.5,23.6,313789.765625,2349.00696901924
48698,11204,11204,36047024200,191453,0,Census Tract 242,New York,Kings County,2872,2511,0,0,251,0,0,0,110,87.4,0.0,0.0,8.7,0.0,0.0,0.0,3.8,332693.88671875,2798.0354266014897
48698,11219,11219,36047024200,191453,0,Census Tract 242,New York,Kings County,2872,2511,0,0,251,0,0,0,110,87.4,0.0,0.0,8.7,0.0,0.0,0.0,3.8,332693.88671875,2798.0354266014897
48699,11205,11205,36047024300,154349,0,Census Tract 243,New York,Kings County,4165,1371,2033,0,150,0,0,177,434,32.9,48.8,0.0,3.6,0.0,0.0,4.2,10.4,268712.34375,2129.10353682111
48699,11216,11216,36047024300,154349,0,Census Tract 243,New York,Kings County,4165,1371,2033,0,150,0,0,177,434,32.9,48.8,0.0,3.6,0.0,0.0,4.2,10.4,268712.34375,2129.10353682111
48700,11204,11204,36047024400,155278,0,Census Tract 244,New York,Kings County,3829,3038,7,0,320,13,0,25,426,79.3,0.2,0.0,8.4,0.3,0.0,0.7,11.1,269805.60546875,2522.44858781975
48701,11216,11216,36047024500,166849,0,Census Tract 245,New York,Kings County,4534,1138,2592,0,446,0,0,84,274,25.1,57.2,0.0,9.8,0.0,0.0,1.9,6.0,290437.62890625,2246.05348935109
48702,11204,11204,36047024600,172880,0,Census Tract 246,New York,Kings County,2942,1681,2,0,1010,0,0,21,228,57.1,0.1,0.0,34.3,0.0,0.0,0.7,7.7,300357.44921875,2725.09977642229
48703,11216,11216,36047024700,179739,0,Census Tract 247,New York,Kings County,2561,442,1522,14,130,0,156,55,242,17.3,59.4,0.5,5.1,0.0,6.1,2.1,9.4,312842.546875,2987.5957267254603
48704,11204,11204,36047024800,176029,0,Census Tract 248,New York,Kings County,2749,880,37,18,1144,0,82,50,538,32.0,1.3,0.7,41.6,0.0,3.0,1.8,19.6,305854.25,2577.61189239198
48705,11216,11216,36047024900,168496,0,Census Tract 249,New York,Kings County,4306,1203,2510,0,186,0,0,47,360,27.9,58.3,0.0,4.3,0.0,0.0,1.1,8.4,293303.22265625,2325.35773238065
48706,11219,11219,36047025000,173505,0,Census Tract 250,New York,Kings County,1755,287,0,0,1058,0,0,14,396,16.4,0.0,0.0,60.3,0.0,0.0,0.8,22.6,301493.64453125,2387.0496590489397
48707,11216,11216,36047025100,138489,0,Census Tract 251,New York,Kings County,3534,648,2077,0,86,0,17,90,616,18.3,58.8,0.0,2.4,0.0,0.5,2.5,17.4,241103.94921875,2044.02646750377
48708,11204,11204,36047025200,181275,0,Census Tract 252,New York,Kings County,4921,1895,119,37,1770,0,0,108,992,38.5,2.4,0.8,36.0,0.0,0.0,2.2,20.2,314956.12109375,2685.72772046621
48709,11206,11206,36047025300,161836,0,Census Tract 253,New York,Kings County,3383,1112,1544,0,225,0,0,32,470,32.9,45.6,0.0,6.7,0.0,0.0,0.9,13.9,281791.94921875,2264.47236209382
48709,11216,11216,36047025300,161836,0,Census Tract 253,New York,Kings County,3383,1112,1544,0,225,0,0,32,470,32.9,45.6,0.0,6.7,0.0,0.0,0.9,13.9,281791.94921875,2264.47236209382
48710,11204,11204,36047025400,175492,0,Census Tract 254,New York,Kings County,4083,1559,0,10,2210,0,0,75,229,38.2,0.0,0.2,54.1,0.0,0.0,1.8,5.6,304882.75,2531.5354409430497
48711,11206,11206,36047025500,138635,0,Census Tract 255,New York,Kings County,5865,196,1692,21,114,0,0,44,3798,3.3,28.8,0.4,1.9,0.0,0.0,0.8,64.8,241430.265625,2047.83413372371
48712,11204,11204,36047025600,173279,0,Census Tract 256,New York,Kings County,3008,720,57,0,1954,0,0,93,184,23.9,1.9,0.0,65.0,0.0,0.0,3.1,6.1,301022.140625,2529.82306483179
48713,11206,11206,36047025700,181113,0,Census Tract 257,New York,Kings County,2136,502,628,0,52,0,0,46,908,23.5,29.4,0.0,2.4,0.0,0.0,2.2,42.5,315411.66015625,2591.00849191263
48714,11204,11204,36047025800,170222,0,Census Tract 258,New York,Kings County,4486,1732,2,0,1753,0,0,0,999,38.6,0.0,0.0,39.1,0.0,0.0,0.0,22.3,295695.84375,2513.3622338235896
48715,11206,11206,36047025901,80237,0,Census Tract 259.01,New York,Kings County,2228,612,813,0,13,0,0,32,758,27.5,36.5,0.0,0.6,0.0,0.0,1.4,34.0,139719.703125,1715.43380020026
48716,11206,11206,36047025902,59594,0,Census Tract 259.02,New York,Kings County,3558,0,1557,0,116,0,0,18,1867,0.0,43.8,0.0,3.3,0.0,0.0,0.5,52.5,103779.28515625,1291.8418341801
48717,11204,11204,36047026000,162864,0,Census Tract 260,New York,Kings County,3174,1145,19,0,1596,0,70,38,306,36.1,0.6,0.0,50.3,0.0,2.2,1.2,9.6,282945.09765625,2289.5391996285503
48718,11206,11206,36047026100,199418,0,Census Tract 261,New York,Kings County,4781,810,2209,0,115,0,0,76,1571,16.9,46.2,0.0,2.4,0.0,0.0,1.6,32.9,347227.953125,2364.93705399269
48718,11216,11216,36047026100,199418,0,Census Tract 261,New York,Kings County,4781,810,2209,0,115,0,0,76,1571,16.9,46.2,0.0,2.4,0.0,0.0,1.6,32.9,347227.953125,2364.93705399269
48718,11221,11221,36047026100,199418,0,Census Tract 261,New York,Kings County,4781,810,2209,0,115,0,0,76,1571,16.9,46.2,0.0,2.4,0.0,0.0,1.6,32.9,347227.953125,2364.93705399269
48719,11204,11204,36047026200,157859,0,Census Tract 262,New York,Kings County,2550,718,42,0,1202,0,0,50,538,28.2,1.6,0.0,47.1,0.0,0.0,2.0,21.1,274264.25,2164.17990293785
48719,11219,11219,36047026200,157859,0,Census Tract 262,New York,Kings County,2550,718,42,0,1202,0,0,50,538,28.2,1.6,0.0,47.1,0.0,0.0,2.0,21.1,274264.25,2164.17990293785
48719,11228,11228,36047026200,157859,0,Census Tract 262,New York,Kings County,2550,718,42,0,1202,0,0,50,538,28.2,1.6,0.0,47.1,0.0,0.0,2.0,21.1,274264.25,2164.17990293785
48720,11216,11216,36047026300,119604,0,Census Tract 263,New York,Kings County,1844,396,1121,0,41,3,18,12,253,21.5,60.8,0.0,2.2,0.2,1.0,0.7,13.7,208238.98046875,1929.17052200314
48720,11221,11221,36047026300,119604,0,Census Tract 263,New York,Kings County,1844,396,1121,0,41,3,18,12,253,21.5,60.8,0.0,2.2,0.2,1.0,0.7,13.7,208238.98046875,1929.17052200314
48721,11204,11204,36047026400,189454,0,Census Tract 264,New York,Kings County,4776,1234,68,44,2160,0,0,32,1238,25.8,1.4,0.9,45.2,0.0,0.0,0.7,25.9,329120.828125,2851.9038567787
48721,11214,11214,36047026400,189454,0,Census Tract 264,New York,Kings County,4776,1234,68,44,2160,0,0,32,1238,25.8,1.4,0.9,45.2,0.0,0.0,0.7,25.9,329120.828125,2851.9038567787
48722,11216,11216,36047026500,159608,0,Census Tract 265,New York,Kings County,3991,897,2202,28,72,0,0,89,703,22.5,55.2,0.7,1.8,0.0,0.0,2.2,17.6,277866.078125,2147.7029746091503
48722,11221,11221,36047026500,159608,0,Census Tract 265,New York,Kings County,3991,897,2202,28,72,0,0,89,703,22.5,55.2,0.7,1.8,0.0,0.0,2.2,17.6,277866.078125,2147.7029746091503
48723,11204,11204,36047026600,165897,0,Census Tract 266,New York,Kings County,3501,866,0,0,2177,0,0,0,458,24.7,0.0,0.0,62.2,0.0,0.0,0.0,13.1,288176.95703125,3095.34926575127
48724,11216,11216,36047026700,159562,0,Census Tract 267,New York,Kings County,4095,1079,2190,0,95,0,5,181,545,26.3,53.5,0.0,2.3,0.0,0.1,4.4,13.3,277760.71484375,2146.8373488504003
48724,11221,11221,36047026700,159562,0,Census Tract 267,New York,Kings County,4095,1079,2190,0,95,0,5,181,545,26.3,53.5,0.0,2.3,0.0,0.1,4.4,13.3,277760.71484375,2146.8373488504003
48725,11204,11204,36047026800,178969,0,Census Tract 268,New York,Kings County,3842,1621,2,0,1373,0,0,13,833,42.2,0.1,0.0,35.7,0.0,0.0,0.3,21.7,310863.9296875,2545.8502774527
48725,11214,11214,36047026800,178969,0,Census Tract 268,New York,Kings County,3842,1621,2,0,1373,0,0,13,833,42.2,0.1,0.0,35.7,0.0,0.0,0.3,21.7,310863.9296875,2545.8502774527
48726,11216,11216,36047026900,133946,0,Census Tract 269,New York,Kings County,3121,378,2110,0,204,0,0,42,387,12.1,67.6,0.0,6.5,0.0,0.0,1.3,12.4,233151.09765625,2029.85013876573
48727,11214,11214,36047027000,134003,0,Census Tract 270,New York,Kings County,2158,1196,31,10,799,0,0,9,113,55.4,1.4,0.5,37.0,0.0,0.0,0.4,5.2,232729.97265625,2112.50107326728
48728,11213,11213,36047027100,245356,0,Census Tract 271,New York,Kings County,2775,247,2064,0,186,0,23,37,218,8.9,74.4,0.0,6.7,0.0,0.8,1.3,7.9,427044.94140625,3784.6871769089003
48728,11216,11216,36047027100,245356,0,Census Tract 271,New York,Kings County,2775,247,2064,0,186,0,23,37,218,8.9,74.4,0.0,6.7,0.0,0.8,1.3,7.9,427044.94140625,3784.6871769089003
48729,11214,11214,36047027200,132147,0,Census Tract 272,New York,Kings County,3738,1511,0,0,1207,0,0,6,1014,40.4,0.0,0.0,32.3,0.0,0.0,0.2,27.1,229521.18359375,2931.86138837047
48730,11216,11216,36047027300,149700,0,Census Tract 273,New York,Kings County,3317,307,2765,0,57,0,0,65,123,9.3,83.4,0.0,1.7,0.0,0.0,2.0,3.7,260571.09375,2119.4010723680803
48730,11233,11233,36047027300,149700,0,Census Tract 273,New York,Kings County,3317,307,2765,0,57,0,0,65,123,9.3,83.4,0.0,1.7,0.0,0.0,2.0,3.7,260571.09375,2119.4010723680803
48731,11204,11204,36047027400,163366,0,Census Tract 274,New York,Kings County,3271,1501,36,0,1113,0,0,37,584,45.9,1.1,0.0,34.0,0.0,0.0,1.1,17.9,283764.8203125,2480.95869884738
48731,11214,11214,36047027400,163366,0,Census Tract 274,New York,Kings County,3271,1501,36,0,1113,0,0,37,584,45.9,1.1,0.0,34.0,0.0,0.0,1.1,17.9,283764.8203125,2480.95869884738
48732,11216,11216,36047027500,162078,0,Census Tract 275,New York,Kings County,4439,739,2891,0,229,0,40,192,348,16.6,65.1,0.0,5.2,0.0,0.9,4.3,7.8,282141.078125,2167.20590688739
48732,11221,11221,36047027500,162078,0,Census Tract 275,New York,Kings County,4439,739,2891,0,229,0,40,192,348,16.6,65.1,0.0,5.2,0.0,0.9,4.3,7.8,282141.078125,2167.20590688739
48732,11233,11233,36047027500,162078,0,Census Tract 275,New York,Kings County,4439,739,2891,0,229,0,40,192,348,16.6,65.1,0.0,5.2,0.0,0.9,4.3,7.8,282141.078125,2167.20590688739
48733,11214,11214,36047027600,149396,0,Census Tract 276,New York,Kings County,3804,1057,9,0,1261,0,0,80,1397,27.8,0.2,0.0,33.1,0.0,0.0,2.1,36.7,259498.80859375,2515.06188194198
48734,11221,11221,36047027700,162108,0,Census Tract 277,New York,Kings County,4735,480,3539,0,45,0,0,121,550,10.1,74.7,0.0,1.0,0.0,0.0,2.6,11.6,282215.82421875,2167.50808788379
48735,11214,11214,36047027800,160472,0,Census Tract 278,New York,Kings County,3285,1256,27,0,1702,0,22,0,278,38.2,0.8,0.0,51.8,0.0,0.7,0.0,8.5,278706.33203125,2452.01784326485
48736,11221,11221,36047027900,161924,0,Census Tract 279,New York,Kings County,3668,504,2697,0,23,0,11,188,245,13.7,73.5,0.0,0.6,0.0,0.3,5.1,6.7,281918.234375,2166.74285745633
48737,11214,11214,36047028000,139723,55041,Census Tract 280,New York,Kings County,1805,760,33,0,741,0,0,5,266,42.1,1.8,0.0,41.1,0.0,0.0,0.3,14.7,253220.796875,2552.58617889557
48738,11206,11206,36047028100,161938,0,Census Tract 281,New York,Kings County,4649,558,2311,8,129,0,0,222,1421,12.0,49.7,0.2,2.8,0.0,0.0,4.8,30.6,281970.44140625,2166.77447776274
48738,11221,11221,36047028100,161938,0,Census Tract 281,New York,Kings County,4649,558,2311,8,129,0,0,222,1421,12.0,49.7,0.2,2.8,0.0,0.0,4.8,30.6,281970.44140625,2166.77447776274
48739,11214,11214,36047028200,169389,73215,Census Tract 282,New York,Kings County,3564,1349,0,0,1805,0,23,96,291,37.9,0.0,0.0,50.6,0.0,0.6,2.7,8.2,311254.54296875,2604.97325992076
48740,11206,11206,36047028300,121875,0,Census Tract 283,New York,Kings County,3988,574,1910,16,78,0,0,11,1399,14.4,47.9,0.4,2.0,0.0,0.0,0.3,35.1,212229.5703125,1949.1481286249398
48741,11214,11214,36047028400,164257,0,Census Tract 284,New York,Kings County,3553,1758,60,0,1139,0,0,71,525,49.5,1.7,0.0,32.1,0.0,0.0,2.0,14.8,285267.7265625,2448.94739326029
48742,11206,11206,36047028501,83218,0,Census Tract 285.01,New York,Kings County,462,142,13,0,27,0,0,0,280,30.7,2.8,0.0,5.8,0.0,0.0,0.0,60.6,144932.57421875,1675.1197374760998
48743,11206,11206,36047028502,119870,0,Census Tract 285.02,New York,Kings County,3131,5,1638,0,128,0,0,36,1324,0.2,52.3,0.0,4.1,0.0,0.0,1.1,42.3,208749.67578125,1919.5394007722698
48744,11214,11214,36047028600,176618,58184,Census Tract 286,New York,Kings County,4956,2375,73,0,1351,0,0,410,747,47.9,1.5,0.0,27.3,0.0,0.0,8.3,15.1,313050.140625,2644.40199822996
48745,11206,11206,36047028700,148810,0,Census Tract 287,New York,Kings County,3003,453,1415,27,334,0,0,0,774,15.1,47.1,0.9,11.1,0.0,0.0,0.0,25.8,259133.73828125,2381.56179329518
48745,11221,11221,36047028700,148810,0,Census Tract 287,New York,Kings County,3003,453,1415,27,334,0,0,0,774,15.1,47.1,0.9,11.1,0.0,0.0,0.0,25.8,259133.73828125,2381.56179329518
48746,11214,11214,36047028800,152808,0,Census Tract 288,New York,Kings County,3566,1366,18,0,1389,0,20,18,755,38.3,0.5,0.0,39.0,0.0,0.6,0.5,21.2,265375.5625,2321.2527546372603
48747,11206,11206,36047028900,165740,0,Census Tract 289,New York,Kings County,3870,429,2227,48,60,0,18,37,1051,11.1,57.5,1.2,1.6,0.0,0.5,1.0,27.2,288594.49609375,2640.9397775309803
48747,11221,11221,36047028900,165740,0,Census Tract 289,New York,Kings County,3870,429,2227,48,60,0,18,37,1051,11.1,57.5,1.2,1.6,0.0,0.5,1.0,27.2,288594.49609375,2640.9397775309803
48748,11214,11214,36047029000,154712,0,Census Tract 290,New York,Kings County,4118,2631,0,0,1011,0,0,185,291,63.9,0.0,0.0,24.6,0.0,0.0,4.5,7.1,268669.89453125,2329.83621481232
48749,11221,11221,36047029100,164644,0,Census Tract 291,New York,Kings County,2927,588,1907,0,9,0,0,45,378,20.1,65.2,0.0,0.3,0.0,0.0,1.5,12.9,286663.33203125,2187.0046558636104
48750,11214,11214,36047029200,205508,91737,Census Tract 292,New York,Kings County,2787,1198,94,0,916,0,0,45,534,43.0,3.4,0.0,32.9,0.0,0.0,1.6,19.2,347822.77734375,2904.81983960336
48751,11221,11221,36047029300,164460,0,Census Tract 293,New York,Kings County,3315,287,1973,75,203,0,0,49,728,8.7,59.5,2.3,6.1,0.0,0.0,1.5,22.0,286318.515625,2186.27966752785
48752,11214,11214,36047029400,188664,63389,Census Tract 294,New York,Kings County,2588,1256,182,0,754,0,0,57,339,48.5,7.0,0.0,29.1,0.0,0.0,2.2,13.1,322044.6484375,2611.9254680408803
48753,11221,11221,36047029500,164586,0,Census Tract 295,New York,Kings County,4266,726,2859,0,148,0,0,174,359,17.0,67.0,0.0,3.5,0.0,0.0,4.1,8.4,286508.01953125,2185.9461977219603
48753,11233,11233,36047029500,164586,0,Census Tract 295,New York,Kings County,4266,726,2859,0,148,0,0,174,359,17.0,67.0,0.0,3.5,0.0,0.0,4.1,8.4,286508.01953125,2185.9461977219603
48754,11214,11214,36047029600,214120,0,Census Tract 296,New York,Kings County,5898,2710,4,0,2203,0,0,278,703,45.9,0.1,0.0,37.4,0.0,0.0,4.7,11.9,371815.9921875,2979.3530975542894
48755,11233,11233,36047029700,205561,0,Census Tract 297,New York,Kings County,4373,496,3304,0,54,0,0,153,366,11.3,75.6,0.0,1.2,0.0,0.0,3.5,8.4,357807.93359375,2355.5352847137
48756,11214,11214,36047029800,220827,0,Census Tract 298,New York,Kings County,3707,1547,64,0,1360,0,99,15,622,41.7,1.7,0.0,36.7,0.0,2.7,0.4,16.8,383461.27734375,2986.8051680061103
48756,11223,11223,36047029800,220827,0,Census Tract 298,New York,Kings County,3707,1547,64,0,1360,0,99,15,622,41.7,1.7,0.0,36.7,0.0,2.7,0.4,16.8,383461.27734375,2986.8051680061103
48757,11233,11233,36047029900,142218,0,Census Tract 299,New York,Kings County,2968,111,2010,0,70,0,5,9,763,3.7,67.7,0.0,2.4,0.0,0.2,0.3,25.7,247526.68359375,2354.2718881852898
48758,11214,11214,36047030000,195051,0,Census Tract 300,New York,Kings County,4196,1160,66,14,2169,0,0,47,740,27.6,1.6,0.3,51.7,0.0,0.0,1.1,17.6,338667.4140625,2909.2776398626397
48759,11233,11233,36047030100,194432,0,Census Tract 301,New York,Kings County,2924,160,2290,0,54,0,0,0,420,5.5,78.3,0.0,1.8,0.0,0.0,0.0,14.4,338395.484375,2983.886602315
48760,11214,11214,36047030200,211197,0,Census Tract 302,New York,Kings County,4608,1515,56,0,2707,0,9,94,227,32.9,1.2,0.0,58.7,0.0,0.2,2.0,4.9,366681.2265625,2779.4568441673
48761,11233,11233,36047030300,253580,0,Census Tract 303,New York,Kings County,4795,58,3408,0,54,0,20,89,1166,1.2,71.1,0.0,1.1,0.0,0.4,1.9,24.3,441311.04296875,2784.50084828567
48762,11214,11214,36047030400,465276,362966,Census Tract 304,New York,Kings County,4106,1777,67,0,1763,0,0,272,227,43.3,1.6,0.0,42.9,0.0,0.0,6.6,5.5,805725.12890625,6455.479322975029
48763,11238,11238,36047030500,322515,0,Census Tract 305,New York,Kings County,6350,2606,2504,0,354,0,16,118,752,41.0,39.4,0.0,5.6,0.0,0.3,1.9,11.8,561313.546875,2966.6592084960903
