Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Non-Hispanic White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Native Hawaiian and Other Pacific Islander Population,Some Other Race Population,Two or More Races Population,Hispanic or Latino Population,Percent of Population that is Non-Hispanic White,Percent of Population that is Black or African American,Percent of Population that is American Indian and Alaska Native,Percent of Population that is Asian,Percent of Population that is Native Hawaiian and Other Pacific Islander,Percent of Population that is Some Other Race,Percent of Population that is 2 or More Races,Percent of Population that is Hispanic or Latino,Shape Area,Shape Length
48566,11220,11220,36047008200,139684,0,Census Tract 82,New York,Kings County,3942,482,136,0,502,0,9,109,2704,12.2,3.5,0.0,12.7,0.0,0.2,2.8,68.6,242919.5390625,2006.84316241923
48566,11232,11232,36047008200,139684,0,Census Tract 82,New York,Kings County,3942,482,136,0,502,0,9,109,2704,12.2,3.5,0.0,12.7,0.0,0.2,2.8,68.6,242919.5390625,2006.84316241923
48567,11232,11232,36047008400,243910,0,Census Tract 84,New York,Kings County,3879,701,68,0,209,0,0,77,2824,18.1,1.8,0.0,5.4,0.0,0.0,2.0,72.8,424210.5859375,2618.04040630279
48568,11231,11231,36047008500,243576,0,Census Tract 85,New York,Kings County,7555,105,3655,0,399,268,121,0,3007,1.4,48.4,0.0,5.3,3.5,1.6,0.0,39.8,423906.87890625,3198.57816793948
48570,11232,11232,36047008800,189369,0,Census Tract 88,New York,Kings County,2636,1033,119,0,546,0,96,52,790,39.2,4.5,0.0,20.7,0.0,3.6,2.0,30.0,329315.30859375,2295.8864668617302
48571,11232,11232,36047009000,148493,0,Census Tract 90,New York,Kings County,2872,337,69,14,1018,0,0,6,1428,11.7,2.4,0.5,35.4,0.0,0.0,0.2,49.7,258211.14453125,2086.66063501825
48572,11220,11220,36047009200,113217,0,Census Tract 92,New York,Kings County,5668,510,179,0,2673,0,0,77,2229,9.0,3.2,0.0,47.2,0.0,0.0,1.4,39.3,196858.671875,1880.69047755298
48572,11232,11232,36047009200,113217,0,Census Tract 92,New York,Kings County,5668,510,179,0,2673,0,0,77,2229,9.0,3.2,0.0,47.2,0.0,0.0,1.4,39.3,196858.671875,1880.69047755298
48573,11220,11220,36047009400,151026,0,Census Tract 94,New York,Kings County,5253,670,96,0,3208,0,0,115,1164,12.8,1.8,0.0,61.1,0.0,0.0,2.2,22.2,262587.24609375,2091.66441319222
48574,11220,11220,36047009600,150752,0,Census Tract 96,New York,Kings County,6218,1006,80,0,1591,0,98,156,3287,16.2,1.3,0.0,25.6,0.0,1.6,2.5,52.9,262125.10546875,2090.8814367363198
48575,11220,11220,36047009800,151006,0,Census Tract 98,New York,Kings County,7012,380,134,0,2765,0,0,12,3721,5.4,1.9,0.0,39.4,0.0,0.0,0.2,53.1,262551.640625,2091.43637903766
48576,11220,11220,36047010000,150970,0,Census Tract 100,New York,Kings County,6178,502,5,0,3320,0,0,28,2323,8.1,0.1,0.0,53.7,0.0,0.0,0.5,37.6,262473.26953125,2090.87858821444
48577,11232,11232,36047010100,314730,0,Census Tract 101,New York,Kings County,4057,901,132,0,528,0,21,171,2304,22.2,3.3,0.0,13.0,0.0,0.5,4.2,56.8,547453.45703125,3047.81981685959
48578,11220,11220,36047010200,152450,0,Census Tract 102,New York,Kings County,5142,225,10,0,3672,0,0,0,1235,4.4,0.2,0.0,71.4,0.0,0.0,0.0,24.0,265031.2109375,2098.9144671555605
48579,11220,11220,36047010400,152312,0,Census Tract 104,New York,Kings County,5362,404,32,0,4531,0,64,37,294,7.5,0.6,0.0,84.5,0.0,1.2,0.7,5.5,264768.4375,2098.49373642714
48580,11220,11220,36047010600,150932,0,Census Tract 106,New York,Kings County,4426,405,38,0,3396,0,0,129,458,9.2,0.9,0.0,76.7,0.0,0.0,2.9,10.3,262387.3515625,2091.01170340923
48581,11220,11220,36047010800,150979,0,Census Tract 108,New York,Kings County,3795,370,26,0,2852,0,0,0,547,9.7,0.7,0.0,75.2,0.0,0.0,0.0,14.4,262482.984375,2091.13426965286
48582,11219,11219,36047011000,158059,0,Census Tract 110,New York,Kings County,2445,880,21,0,778,0,7,51,708,36.0,0.9,0.0,31.8,0.0,0.3,2.1,29.0,274820.4140625,2163.67384030174
48583,11219,11219,36047011200,171313,0,Census Tract 112,New York,Kings County,6267,2811,143,0,1418,0,15,10,1870,44.9,2.3,0.0,22.6,0.0,0.2,0.2,29.8,297847.4609375,2193.6980113795803
48584,11219,11219,36047011400,167792,0,Census Tract 114,New York,Kings County,4177,1934,290,0,1274,0,0,137,542,46.3,6.9,0.0,30.5,0.0,0.0,3.3,13.0,291702.796875,2194.97274788129
48585,11219,11219,36047011600,160266,0,Census Tract 116,New York,Kings County,3414,457,4,15,2651,0,0,2,285,13.4,0.1,0.4,77.7,0.0,0.0,0.1,8.3,278588.4140625,2358.37084263536
48585,11220,11220,36047011600,160266,0,Census Tract 116,New York,Kings County,3414,457,4,15,2651,0,0,2,285,13.4,0.1,0.4,77.7,0.0,0.0,0.1,8.3,278588.4140625,2358.37084263536
48586,11215,11215,36047011700,201195,0,Census Tract 117,New York,Kings County,2608,1481,175,39,233,0,81,45,554,56.8,6.7,1.5,8.9,0.0,3.1,1.7,21.2,350073.74609375,2348.47877571055
48587,11219,11219,36047011800,219234,0,Census Tract 118,New York,Kings County,1967,85,0,0,1631,0,0,6,245,4.3,0.0,0.0,82.9,0.0,0.0,0.3,12.5,381077.03125,3197.5331124199797
48587,11220,11220,36047011800,219234,0,Census Tract 118,New York,Kings County,1967,85,0,0,1631,0,0,6,245,4.3,0.0,0.0,82.9,0.0,0.0,0.3,12.5,381077.03125,3197.5331124199797
48588,11215,11215,36047011900,654296,63596,Census Tract 119,New York,Kings County,1377,851,61,0,71,0,0,83,311,61.8,4.4,0.0,5.2,0.0,0.0,6.0,22.6,1147850.24609375,7802.20919019266
48588,11217,11217,36047011900,654296,63596,Census Tract 119,New York,Kings County,1377,851,61,0,71,0,0,83,311,61.8,4.4,0.0,5.2,0.0,0.0,6.0,22.6,1147850.24609375,7802.20919019266
48589,11219,11219,36047012000,193342,0,Census Tract 120,New York,Kings County,1107,45,0,0,863,0,4,0,195,4.1,0.0,0.0,78.0,0.0,0.4,0.0,17.6,336052.8203125,3054.9592536809196
48589,11220,11220,36047012000,193342,0,Census Tract 120,New York,Kings County,1107,45,0,0,863,0,4,0,195,4.1,0.0,0.0,78.0,0.0,0.4,0.0,17.6,336052.8203125,3054.9592536809196
48590,11215,11215,36047012100,148056,0,Census Tract 121,New York,Kings County,2020,1042,72,0,185,0,0,26,695,51.6,3.6,0.0,9.2,0.0,0.0,1.3,34.4,257634.62109375,2067.8419602508498
48591,11220,11220,36047012200,181661,0,Census Tract 122,New York,Kings County,5756,558,0,7,2609,0,0,0,2582,9.7,0.0,0.1,45.3,0.0,0.0,0.0,44.9,315798.90625,2261.38517417578
48592,11220,11220,36047012600,235982,0,Census Tract 126,New York,Kings County,2856,787,106,62,969,0,0,164,768,27.6,3.7,2.2,33.9,0.0,0.0,5.7,26.9,410190.703125,3004.8520100853802
48593,11217,11217,36047012700,163391,0,Census Tract 127,New York,Kings County,4800,1353,1985,0,327,0,0,69,1066,28.2,41.4,0.0,6.8,0.0,0.0,1.4,22.2,284405.62109375,2135.48764031996
48594,11219,11219,36047012801,114974,0,Census Tract 128.01,New York,Kings County,2279,653,28,0,1492,0,0,0,106,28.7,1.2,0.0,65.5,0.0,0.0,0.0,4.7,199828.234375,1938.7059412521899
48594,11220,11220,36047012801,114974,0,Census Tract 128.01,New York,Kings County,2279,653,28,0,1492,0,0,0,106,28.7,1.2,0.0,65.5,0.0,0.0,0.0,4.7,199828.234375,1938.7059412521899
48595,11217,11217,36047012901,133304,0,Census Tract 129.01,New York,Kings County,2641,1675,172,0,78,0,8,100,608,63.4,6.5,0.0,3.0,0.0,0.3,3.8,23.0,232037.69921875,2155.3890398476
48596,11217,11217,36047012902,130645,0,Census Tract 129.02,New York,Kings County,2390,1449,215,0,136,0,15,95,480,60.6,9.0,0.0,5.7,0.0,0.6,4.0,20.1,227399.73046875,2142.25578062214
48597,11209,11209,36047013000,176429,0,Census Tract 130,New York,Kings County,5028,2248,188,0,1097,0,8,164,1323,44.7,3.7,0.0,21.8,0.0,0.2,3.3,26.3,306655.09765625,2269.89920710823
48597,11220,11220,36047013000,176429,0,Census Tract 130,New York,Kings County,5028,2248,188,0,1097,0,8,164,1323,44.7,3.7,0.0,21.8,0.0,0.2,3.3,26.3,306655.09765625,2269.89920710823
48598,11217,11217,36047013100,156385,0,Census Tract 131,New York,Kings County,4226,2490,273,0,352,10,0,312,789,58.9,6.5,0.0,8.3,0.2,0.0,7.4,18.7,272181.3125,2124.53322339969
48599,11220,11220,36047013200,155778,0,Census Tract 132,New York,Kings County,2200,632,0,0,1119,0,0,6,443,28.7,0.0,0.0,50.9,0.0,0.0,0.3,20.1,270722.5,2579.347815039
48599,11228,11228,36047013200,155778,0,Census Tract 132,New York,Kings County,2200,632,0,0,1119,0,0,6,443,28.7,0.0,0.0,50.9,0.0,0.0,0.3,20.1,270722.5,2579.347815039
48600,11215,11215,36047013300,148501,0,Census Tract 133,New York,Kings County,4408,2992,197,0,425,0,19,256,519,67.9,4.5,0.0,9.6,0.0,0.4,5.8,11.8,258437.1484375,2083.0071150560198
48601,11209,11209,36047013400,268236,0,Census Tract 134,New York,Kings County,3976,2521,51,23,681,0,0,87,613,63.4,1.3,0.6,17.1,0.0,0.0,2.2,15.4,466179.6875,3502.58461030516
48602,11215,11215,36047013500,151867,0,Census Tract 135,New York,Kings County,3920,2861,68,0,455,0,67,220,249,73.0,1.7,0.0,11.6,0.0,1.7,5.6,6.4,264276.87890625,2100.0834123989102
48603,11209,11209,36047013600,214252,0,Census Tract 136,New York,Kings County,3888,2774,13,0,619,0,0,60,422,71.3,0.3,0.0,15.9,0.0,0.0,1.5,10.9,372332.89453125,3293.4853979981604
48604,11215,11215,36047013700,152453,0,Census Tract 137,New York,Kings County,3512,2123,289,0,290,0,22,197,591,60.4,8.2,0.0,8.3,0.0,0.6,5.6,16.8,265278.890625,2103.92482091062
48605,11209,11209,36047013800,162579,0,Census Tract 138,New York,Kings County,3083,1861,96,0,424,0,31,115,556,60.4,3.1,0.0,13.8,0.0,1.0,3.7,18.0,282512.48828125,2661.81865430472
48606,11215,11215,36047013900,151331,0,Census Tract 139,New York,Kings County,3420,2234,316,0,227,0,30,128,485,65.3,9.2,0.0,6.6,0.0,0.9,3.7,14.2,263308.375,2096.61970116486
48607,11228,11228,36047014000,147522,0,Census Tract 140,New York,Kings County,1979,1345,67,0,341,0,0,0,226,68.0,3.4,0.0,17.2,0.0,0.0,0.0,11.4,256323.9375,2275.0407519238397
48608,11215,11215,36047014100,165483,0,Census Tract 141,New York,Kings County,3033,1643,97,0,370,0,77,198,648,54.2,3.2,0.0,12.2,0.0,2.5,6.5,21.4,287910.08984375,2180.1947826701603
48609,11209,11209,36047014200,200223,0,Census Tract 142,New York,Kings County,2755,1806,31,0,421,0,0,87,410,65.6,1.1,0.0,15.3,0.0,0.0,3.2,14.9,347911.53515625,3072.231769093
48610,11215,11215,36047014300,217211,0,Census Tract 143,New York,Kings County,3469,1747,99,0,213,0,55,169,1186,50.4,2.9,0.0,6.1,0.0,1.6,4.9,34.2,377887.00390625,2676.57072420345
48610,11232,11232,36047014300,217211,0,Census Tract 143,New York,Kings County,3469,1747,99,0,213,0,55,169,1186,50.4,2.9,0.0,6.1,0.0,1.6,4.9,34.2,377887.00390625,2676.57072420345
48611,11215,11215,36047014500,216621,0,Census Tract 145,New York,Kings County,3848,2089,36,43,194,0,0,134,1352,54.3,0.9,1.1,5.0,0.0,0.0,3.5,35.1,376833.9140625,2638.38301109486
48611,11232,11232,36047014500,216621,0,Census Tract 145,New York,Kings County,3848,2089,36,43,194,0,0,134,1352,54.3,0.9,1.1,5.0,0.0,0.0,3.5,35.1,376833.9140625,2638.38301109486
48612,11215,11215,36047014700,105979,0,Census Tract 147,New York,Kings County,2473,1267,85,0,122,0,27,88,884,51.2,3.4,0.0,4.9,0.0,1.1,3.6,35.7,184353.52734375,1828.3550521785899
48613,11228,11228,36047014800,133459,0,Census Tract 148,New York,Kings County,1320,1094,0,0,139,0,0,7,80,82.9,0.0,0.0,10.5,0.0,0.0,0.5,6.1,231855.9921875,2105.81750085344
48614,11215,11215,36047014900,249831,0,Census Tract 149,New York,Kings County,5888,3743,78,0,380,0,23,244,1420,63.6,1.3,0.0,6.5,0.0,0.4,4.1,24.1,434620.625,2618.08128233788
48615,11228,11228,36047015000,133505,0,Census Tract 150,New York,Kings County,1567,1138,3,0,288,0,0,15,123,72.6,0.2,0.0,18.4,0.0,0.0,1.0,7.8,231929.73828125,2107.20395477096
48616,11215,11215,36047015100,149311,0,Census Tract 151,New York,Kings County,4216,2766,117,0,221,0,13,303,796,65.6,2.8,0.0,5.2,0.0,0.3,7.2,18.9,259776.78125,2080.3317470707
48617,11209,11209,36047015200,268130,0,Census Tract 152,New York,Kings County,2382,1365,107,0,615,0,9,7,279,57.3,4.5,0.0,25.8,0.0,0.4,0.3,11.7,465793.0625,3438.42075666846
48617,11228,11228,36047015200,268130,0,Census Tract 152,New York,Kings County,2382,1365,107,0,615,0,9,7,279,57.3,4.5,0.0,25.8,0.0,0.4,0.3,11.7,465793.0625,3438.42075666846
48618,11215,11215,36047015300,150477,0,Census Tract 153,New York,Kings County,2678,1821,110,0,188,0,13,94,452,68.0,4.1,0.0,7.0,0.0,0.5,3.5,16.9,261821.9140625,2085.69898071304
48619,11209,11209,36047015400,922940,0,Census Tract 154,New York,Kings County,0,0,0,0,0,0,0,0,0,,,,,,,,,1603152.953125,5870.693691143771
48619,11228,11228,36047015400,922940,0,Census Tract 154,New York,Kings County,0,0,0,0,0,0,0,0,0,,,,,,,,,1603152.953125,5870.693691143771
48620,11215,11215,36047015500,149645,0,Census Tract 155,New York,Kings County,4028,2970,415,0,168,0,9,178,288,73.7,10.3,0.0,4.2,0.0,0.2,4.4,7.1,260393.52734375,2082.79328207216
48621,11215,11215,36047015700,167428,0,Census Tract 157,New York,Kings County,4049,2947,196,0,425,0,0,120,361,72.8,4.8,0.0,10.5,0.0,0.0,3.0,8.9,291358.32421875,2182.1971223325304
48622,11217,11217,36047015900,250867,0,Census Tract 159,New York,Kings County,5314,4181,142,0,377,0,75,132,407,78.7,2.7,0.0,7.1,0.0,1.4,2.5,7.7,436591.5390625,2839.5926421448103
48622,11238,11238,36047015900,250867,0,Census Tract 159,New York,Kings County,5314,4181,142,0,377,0,75,132,407,78.7,2.7,0.0,7.1,0.0,1.4,2.5,7.7,436591.5390625,2839.5926421448103
48623,11209,11209,36047016000,258630,0,Census Tract 160,New York,Kings County,3965,1914,133,0,731,32,8,59,1088,48.3,3.4,0.0,18.4,0.8,0.2,1.5,27.4,449347.39453125,3180.29520731548
48624,11217,11217,36047016100,182397,0,Census Tract 161,New York,Kings County,3235,2047,412,3,222,0,0,134,417,63.3,12.7,0.1,6.9,0.0,0.0,4.1,12.9,317474.484375,2604.97022638236
48625,11209,11209,36047016200,237712,0,Census Tract 162,New York,Kings County,2204,1597,40,0,70,0,0,37,460,72.5,1.8,0.0,3.2,0.0,0.0,1.7,20.9,412931.703125,3392.98706512067
48626,11238,11238,36047016300,184092,0,Census Tract 163,New York,Kings County,3194,2177,411,0,232,0,28,152,194,68.2,12.9,0.0,7.3,0.0,0.9,4.8,6.1,320417.32421875,2453.15593468556
48627,11209,11209,36047016400,802167,650272,Census Tract 164,New York,Kings County,1069,337,454,0,50,22,0,100,106,31.5,42.5,0.0,4.7,2.1,0.0,9.4,9.9,1393932.69140625,6572.73006277313
48627,11425,11209,36047016400,802167,650272,Census Tract 164,New York,Kings County,1069,337,454,0,50,22,0,100,106,31.5,42.5,0.0,4.7,2.1,0.0,9.4,9.9,1393932.69140625,6572.73006277313
48628,11215,11215,36047016500,186642,0,Census Tract 165,New York,Kings County,6003,4580,166,14,554,0,20,219,450,76.3,2.8,0.2,9.2,0.0,0.3,3.6,7.5,324766.359375,2708.0723213026604
48629,11228,11228,36047016600,266930,0,Census Tract 166,New York,Kings County,1863,1534,0,0,184,0,0,13,132,82.3,0.0,0.0,9.9,0.0,0.0,0.7,7.1,463764.58984375,2735.09331229066
48630,11215,11215,36047016700,168915,0,Census Tract 167,New York,Kings County,5531,4402,79,0,356,0,16,184,494,79.6,1.4,0.0,6.4,0.0,0.3,3.3,8.9,293869.9921875,2490.87455625172
48631,11214,11214,36047016800,168295,117619,Census Tract 168,New York,Kings County,1734,1027,0,0,570,0,7,29,101,59.2,0.0,0.0,32.9,0.0,0.4,1.7,5.8,297548.63671875,2268.07037179613
48631,11228,11228,36047016800,168295,117619,Census Tract 168,New York,Kings County,1734,1027,0,0,570,0,7,29,101,59.2,0.0,0.0,32.9,0.0,0.4,1.7,5.8,297548.63671875,2268.07037179613
48632,11215,11215,36047016900,209462,0,Census Tract 169,New York,Kings County,5003,3749,22,0,446,0,23,184,579,74.9,0.4,0.0,8.9,0.0,0.5,3.7,11.6,364361.30859375,2470.9360416523
48633,11228,11228,36047017000,209047,0,Census Tract 170,New York,Kings County,3578,1399,59,0,1556,0,0,0,564,39.1,1.6,0.0,43.5,0.0,0.0,0.0,15.8,363101.07421875,2944.2176283680296
48634,11215,11215,36047017100,208489,0,Census Tract 171,New York,Kings County,4206,3223,27,0,267,0,68,32,589,76.6,0.6,0.0,6.3,0.0,1.6,0.8,14.0,362638.828125,2468.30500424812
48634,11218,11218,36047017100,208489,0,Census Tract 171,New York,Kings County,4206,3223,27,0,267,0,68,32,589,76.6,0.6,0.0,6.3,0.0,1.6,0.8,14.0,362638.828125,2468.30500424812
48635,11214,11214,36047017200,206304,0,Census Tract 172,New York,Kings County,3282,1145,1,0,1333,9,0,111,683,34.9,0.0,0.0,40.6,0.3,0.0,3.4,20.8,358327.50390625,2916.86826922711
48635,11228,11228,36047017200,206304,0,Census Tract 172,New York,Kings County,3282,1145,1,0,1333,9,0,111,683,34.9,0.0,0.0,40.6,0.3,0.0,3.4,20.8,358327.50390625,2916.86826922711
48636,11214,11214,36047017400,165550,91465,Census Tract 174,New York,Kings County,2184,1198,0,5,743,0,7,29,202,54.9,0.0,0.2,34.0,0.0,0.3,1.3,9.2,296182.578125,2409.87597935655
48637,11215,11215,36047017500,1961397,0,Census Tract 175,New York,Kings County,0,0,0,0,0,0,0,0,0,,,,,,,,,3411112.53125,7541.109457257309
48638,11214,11214,36047017600,133636,83378,Census Tract 176,New York,Kings County,2563,1228,22,0,784,0,0,31,498,47.9,0.9,0.0,30.6,0.0,0.0,1.2,19.4,247437.515625,2298.94889271075
48639,11218,11218,36047017700,2313042,227326,Census Tract 177,New York,Kings County,0,0,0,0,0,0,0,0,0,,,,,,,,,4419252.32421875,9723.1349777619
48639,11225,11225,36047017700,2313042,227326,Census Tract 177,New York,Kings County,0,0,0,0,0,0,0,0,0,,,,,,,,,4419252.32421875,9723.1349777619
48639,11238,11238,36047017700,2313042,227326,Census Tract 177,New York,Kings County,0,0,0,0,0,0,0,0,0,,,,,,,,,4419252.32421875,9723.1349777619
48640,11214,11214,36047017800,164020,0,Census Tract 178,New York,Kings County,3215,695,86,0,1257,11,6,6,1154,21.6,2.7,0.0,39.1,0.3,0.2,0.2,35.9,284866.32421875,2448.7754947978
48641,11217,11217,36047017900,158289,0,Census Tract 179,New York,Kings County,4318,939,2215,0,261,0,33,265,605,21.7,51.3,0.0,6.0,0.0,0.8,6.1,14.0,275547.171875,2143.44275918266
48641,11238,11238,36047017900,158289,0,Census Tract 179,New York,Kings County,4318,939,2215,0,261,0,33,265,605,21.7,51.3,0.0,6.0,0.0,0.8,6.1,14.0,275547.171875,2143.44275918266
48642,11214,11214,36047018000,176116,0,Census Tract 180,New York,Kings County,3352,1221,0,0,1186,0,0,10,935,36.4,0.0,0.0,35.4,0.0,0.0,0.3,27.9,305888.546875,2451.21081572578
48643,11205,11205,36047018100,169373,0,Census Tract 181,New York,Kings County,3875,1997,1062,0,231,0,0,94,491,51.5,27.4,0.0,6.0,0.0,0.0,2.4,12.7,294874.19140625,2206.12378399216
48643,11217,11217,36047018100,169373,0,Census Tract 181,New York,Kings County,3875,1997,1062,0,231,0,0,94,491,51.5,27.4,0.0,6.0,0.0,0.0,2.4,12.7,294874.19140625,2206.12378399216
48643,11238,11238,36047018100,169373,0,Census Tract 181,New York,Kings County,3875,1997,1062,0,231,0,0,94,491,51.5,27.4,0.0,6.0,0.0,0.0,2.4,12.7,294874.19140625,2206.12378399216
48644,11214,11214,36047018200,165467,0,Census Tract 182,New York,Kings County,3668,1165,65,0,1812,0,0,40,586,31.8,1.8,0.0,49.4,0.0,0.0,1.1,16.0,287429.734375,2303.0890790015696
48645,11205,11205,36047018300,137311,0,Census Tract 183,New York,Kings County,2721,1818,314,0,122,0,41,190,236,66.8,11.5,0.0,4.5,0.0,1.5,7.0,8.7,239079.2578125,1985.5991571236102
48646,11228,11228,36047018400,149131,0,Census Tract 184,New York,Kings County,2769,1173,0,0,1399,0,0,30,167,42.4,0.0,0.0,50.5,0.0,0.0,1.1,6.0,259060.66796875,2071.82398565703
48647,11205,11205,36047018501,111097,0,Census Tract 185.01,New York,Kings County,4600,275,2577,32,243,0,0,54,1419,6.0,56.0,0.7,5.3,0.0,0.0,1.2,30.8,193456.31640625,1778.26839086795
48648,11228,11228,36047018600,113058,0,Census Tract 186,New York,Kings County,2249,1112,0,0,901,0,0,30,206,49.4,0.0,0.0,40.1,0.0,0.0,1.3,9.2,196407.7421875,1879.7635512163397
48649,11205,11205,36047018700,85768,0,Census Tract 187,New York,Kings County,1623,616,319,0,129,0,4,75,480,38.0,19.7,0.0,7.9,0.0,0.2,4.6,29.6,149347.74609375,1569.7485638139901
48650,11204,11204,36047018800,175213,0,Census Tract 188,New York,Kings County,2702,1429,7,0,940,0,0,14,312,52.9,0.3,0.0,34.8,0.0,0.0,0.5,11.5,304403.69140625,2356.09317006166
48650,11214,11214,36047018800,175213,0,Census Tract 188,New York,Kings County,2702,1429,7,0,940,0,0,14,312,52.9,0.3,0.0,34.8,0.0,0.0,0.5,11.5,304403.69140625,2356.09317006166
48650,11228,11228,36047018800,175213,0,Census Tract 188,New York,Kings County,2702,1429,7,0,940,0,0,14,312,52.9,0.3,0.0,34.8,0.0,0.0,0.5,11.5,304403.69140625,2356.09317006166
48651,11219,11219,36047019000,212933,0,Census Tract 190,New York,Kings County,4635,1270,46,0,2037,0,0,0,1282,27.4,1.0,0.0,43.9,0.0,0.0,0.0,27.7,369972.96875,2659.2090459589604
48651,11228,11228,36047019000,212933,0,Census Tract 190,New York,Kings County,4635,1270,46,0,2037,0,0,0,1282,27.4,1.0,0.0,43.9,0.0,0.0,0.0,27.7,369972.96875,2659.2090459589604
48652,11205,11205,36047019100,253798,0,Census Tract 191,New York,Kings County,2788,1492,522,0,253,0,9,137,375,53.5,18.7,0.0,9.1,0.0,0.3,4.9,13.5,441955.25,3144.8758812480896
48653,11219,11219,36047019200,189790,0,Census Tract 192,New York,Kings County,3076,1205,28,24,1385,0,0,0,434,39.2,0.9,0.8,45.0,0.0,0.0,0.0,14.1,329835.7734375,2363.50275176281
48654,11205,11205,36047019300,269728,0,Census Tract 193,New York,Kings County,6010,1932,2553,0,607,8,11,98,801,32.1,42.5,0.0,10.1,0.1,0.2,1.6,13.3,469638.3515625,2808.24861665163
48654,11238,11238,36047019300,269728,0,Census Tract 193,New York,Kings County,6010,1932,2553,0,607,8,11,98,801,32.1,42.5,0.0,10.1,0.1,0.2,1.6,13.3,469638.3515625,2808.24861665163
48655,11219,11219,36047019400,178420,0,Census Tract 194,New York,Kings County,3889,925,5,0,1969,0,0,8,982,23.8,0.1,0.0,50.6,0.0,0.0,0.2,25.3,310051.6328125,2499.70882691432
48656,11205,11205,36047019500,137021,0,Census Tract 195,New York,Kings County,3787,1842,1270,0,173,0,17,109,376,48.6,33.5,0.0,4.6,0.0,0.4,2.9,9.9,238573.6796875,1966.05038984495
48657,11219,11219,36047019600,188307,0,Census Tract 196,New York,Kings County,3822,1730,35,0,1275,0,46,0,736,45.3,0.9,0.0,33.4,0.0,1.2,0.0,19.3,327210.375,2297.27579732705
48657,11228,11228,36047019600,188307,0,Census Tract 196,New York,Kings County,3822,1730,35,0,1275,0,46,0,736,45.3,0.9,0.0,33.4,0.0,1.2,0.0,19.3,327210.375,2297.27579732705
48658,11205,11205,36047019700,169827,0,Census Tract 197,New York,Kings County,3615,1880,1129,0,236,0,8,93,269,52.0,31.2,0.0,6.5,0.0,0.2,2.6,7.4,295663.59765625,2471.37889570166
48658,11238,11238,36047019700,169827,0,Census Tract 197,New York,Kings County,3615,1880,1129,0,236,0,8,93,269,52.0,31.2,0.0,6.5,0.0,0.2,2.6,7.4,295663.59765625,2471.37889570166
48659,11228,11228,36047019800,134715,0,Census Tract 198,New York,Kings County,1791,765,7,0,767,0,0,5,247,42.7,0.4,0.0,42.8,0.0,0.0,0.3,13.8,234058.734375,2121.36793536679
48660,11238,11238,36047019900,188914,0,Census Tract 199,New York,Kings County,3504,1796,936,0,154,0,0,172,446,51.3,26.7,0.0,4.4,0.0,0.0,4.9,12.7,328855.93359375,2402.01429656019
48661,11228,11228,36047020000,134858,0,Census Tract 200,New York,Kings County,2427,1008,11,0,884,0,0,0,524,41.5,0.5,0.0,36.4,0.0,0.0,0.0,21.6,234315.7734375,2121.95509213639
48662,11238,11238,36047020100,175379,0,Census Tract 201,New York,Kings County,3808,1926,1155,0,174,0,12,230,311,50.6,30.3,0.0,4.6,0.0,0.3,6.0,8.2,305293.19921875,2515.7426330519297
48663,11228,11228,36047020200,134828,0,Census Tract 202,New York,Kings County,1910,1144,0,33,581,0,0,14,138,59.9,0.0,1.7,30.4,0.0,0.0,0.7,7.2,234274.28125,2122.22750571198
48664,11238,11238,36047020300,140848,0,Census Tract 203,New York,Kings County,1825,690,530,0,233,0,12,18,342,37.8,29.0,0.0,12.8,0.0,0.7,1.0,18.7,245154.07421875,2109.1314030416
48665,11228,11228,36047020400,134801,0,Census Tract 204,New York,Kings County,2111,1443,0,0,580,22,0,33,33,68.4,0.0,0.0,27.5,1.0,0.0,1.6,1.6,234234.65234375,2121.92155935413
48666,11238,11238,36047020500,159711,0,Census Tract 205,New York,Kings County,2918,1456,729,14,377,0,36,237,69,49.9,25.0,0.5,12.9,0.0,1.2,8.1,2.4,277966.0703125,2187.6968201587197
