Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total households,"Households whose income in the past 12 months was less than $10,000","Households whose income in the past 12 months was $10,000 to $14,999","Households whose income in the past 12 months was $15,000 to $19,999","Households whose income in the past 12 months was $20,000 to $24,999","Households whose income in the past 12 months was $25,000 to $29,999","Households whose income in the past 12 months was $30,000 to $34,999","Households whose income in the past 12 months was $35,000 to $39,999","Households whose income in the past 12 months was $40,000 to $44,999","Households whose income in the past 12 months was $45,000 to $49,999","Households whose income in the past 12 months was $50,000 to $59,999","Households whose income in the past 12 months was $60,000 to $74,999","Households whose income in the past 12 months was $75,000 to $99,999","Households whose income in the past 12 months was $100,000 to $124,999","Households whose income in the past 12 months was $125,000 to $149,999","Households whose income in the past 12 months was $150,000 to $199,999","Households whose income in the past 12 months was $200,000 or more","Households whose income in the past 12 months was less than $75,000","Percent of households whose income in the past 12 months was less than $75,000","Percent of households whose income in the past 12 months was $75,000 to $99,999","Households whose income in the past 12 months was at least $100,000","Percent of households whose income in the past 12 months was at least $100,000",Shape Area,Shape Length
47821,11427,11427,36081055400,220076,0,Census Tract 554,New York,Queens County,756.0,37.0,35.0,13.0,39.0,47.0,62.0,44.0,12.0,9.0,53.0,95.0,102.0,80.0,35.0,64.0,29.0,446.0,59.0,13.5,208.0,27.5,383604.984375,2735.3539633630103
47821,11428,11428,36081055400,220076,0,Census Tract 554,New York,Queens County,756.0,37.0,35.0,13.0,39.0,47.0,62.0,44.0,12.0,9.0,53.0,95.0,102.0,80.0,35.0,64.0,29.0,446.0,59.0,13.5,208.0,27.5,383604.984375,2735.3539633630103
47822,11385,11385,36081055500,153716,0,Census Tract 555,New York,Queens County,677.0,74.0,36.0,27.0,0.0,16.0,22.0,10.0,18.0,11.0,72.0,92.0,126.0,85.0,38.0,24.0,26.0,378.0,55.8,18.6,173.0,25.6,267690.90234375,2557.56681990467
47823,11427,11427,36081055600,226903,0,Census Tract 556,New York,Queens County,651.0,48.0,17.0,18.0,14.0,29.0,15.0,6.0,55.0,29.0,19.0,76.0,98.0,70.0,31.0,55.0,71.0,326.0,50.1,15.1,227.0,34.9,395476.38671875,2510.0134733167
47823,11428,11428,36081055600,226903,0,Census Tract 556,New York,Queens County,651.0,48.0,17.0,18.0,14.0,29.0,15.0,6.0,55.0,29.0,19.0,76.0,98.0,70.0,31.0,55.0,71.0,326.0,50.1,15.1,227.0,34.9,395476.38671875,2510.0134733167
47824,11385,11385,36081055700,238756,0,Census Tract 557,New York,Queens County,1403.0,87.0,74.0,107.0,12.0,35.0,97.0,0.0,16.0,122.0,131.0,220.0,172.0,106.0,117.0,77.0,30.0,901.0,64.2,12.3,330.0,23.5,415800.796875,3189.1492208526897
47825,11428,11428,36081055800,192360,0,Census Tract 558,New York,Queens County,499.0,22.0,13.0,0.0,26.0,0.0,18.0,12.0,5.0,0.0,49.0,32.0,102.0,41.0,89.0,82.0,8.0,177.0,35.5,20.4,220.0,44.1,335241.08984375,2336.47384622296
47826,11385,11385,36081055900,158575,0,Census Tract 559,New York,Queens County,359.0,54.0,8.0,19.0,13.0,0.0,4.0,11.0,17.0,38.0,9.0,45.0,48.0,7.0,42.0,23.0,21.0,218.0,60.7,13.4,93.0,25.9,276128.5,2273.3900637745
47827,11428,11428,36081056000,213438,0,Census Tract 560,New York,Queens County,465.0,4.0,12.0,9.0,19.0,4.0,39.0,24.0,0.0,28.0,58.0,36.0,64.0,37.0,48.0,42.0,41.0,233.0,50.1,13.8,168.0,36.1,372007.1015625,3417.3497987023197
47828,11385,11385,36081056100,2829081,82983,Census Tract 561,New York,Queens County,24.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,8.0,33.3,16.7,12.0,50.0,5070617.2734375,13107.581915628702
47829,11428,11428,36081056200,160598,0,Census Tract 562,New York,Queens County,464.0,0.0,3.0,20.0,19.0,19.0,19.0,12.0,0.0,27.0,27.0,13.0,82.0,65.0,67.0,50.0,41.0,159.0,34.3,17.7,223.0,48.1,279903.76171875,2330.04677851618
47830,11426,11426,36081056400,187147,0,Census Tract 564,New York,Queens County,465.0,13.0,32.0,23.0,12.0,57.0,73.0,15.0,9.0,24.0,23.0,40.0,34.0,17.0,38.0,22.0,33.0,321.0,69.0,7.3,110.0,23.7,326143.58203125,2817.7348258763896
47830,11428,11428,36081056400,187147,0,Census Tract 564,New York,Queens County,465.0,13.0,32.0,23.0,12.0,57.0,73.0,15.0,9.0,24.0,23.0,40.0,34.0,17.0,38.0,22.0,33.0,321.0,69.0,7.3,110.0,23.7,326143.58203125,2817.7348258763896
47831,11385,11385,36081056500,117784,0,Census Tract 565,New York,Queens County,507.0,12.0,13.0,36.0,41.0,15.0,36.0,11.0,13.0,30.0,38.0,57.0,62.0,36.0,35.0,62.0,10.0,302.0,59.6,12.2,143.0,28.2,205099.34765625,2691.41907552672
47832,11428,11428,36081056600,194134,0,Census Tract 566,New York,Queens County,441.0,14.0,0.0,39.0,20.0,42.0,10.0,5.0,32.0,22.0,32.0,28.0,43.0,37.0,25.0,75.0,17.0,244.0,55.3,9.8,154.0,34.9,338307.6171875,2296.39191125148
47833,11385,11385,36081056700,313429,0,Census Tract 567,New York,Queens County,1518.0,0.0,0.0,23.0,18.0,68.0,29.0,78.0,19.0,19.0,99.0,135.0,365.0,257.0,124.0,177.0,107.0,488.0,32.1,24.0,665.0,43.8,545821.1796875,4601.46655560707
47834,11428,11428,36081056800,850869,0,Census Tract 568,New York,Queens County,1389.0,61.0,22.0,20.0,54.0,60.0,55.0,19.0,74.0,31.0,54.0,85.0,265.0,183.0,124.0,149.0,133.0,535.0,38.5,19.1,589.0,42.4,1482569.03125,6328.47163219522
47834,11429,11429,36081056800,850869,0,Census Tract 568,New York,Queens County,1389.0,61.0,22.0,20.0,54.0,60.0,55.0,19.0,74.0,31.0,54.0,85.0,265.0,183.0,124.0,149.0,133.0,535.0,38.5,19.1,589.0,42.4,1482569.03125,6328.47163219522
47835,11385,11385,36081057700,186600,0,Census Tract 577,New York,Queens County,1353.0,27.0,77.0,26.0,76.0,44.0,97.0,20.0,90.0,0.0,78.0,214.0,112.0,255.0,78.0,79.0,80.0,749.0,55.4,8.3,492.0,36.4,324987.2265625,2594.68340450233
47836,11385,11385,36081057900,68348,0,Census Tract 579,New York,Queens County,637.0,35.0,26.0,17.0,28.0,34.0,16.0,20.0,5.0,18.0,113.0,81.0,113.0,64.0,12.0,43.0,12.0,393.0,61.7,17.7,131.0,20.6,119048.33984375,1636.5058394018201
47837,11003,11411,36081058000,550452,0,Census Tract 580,New York,Queens County,1075.0,38.0,67.0,82.0,49.0,18.0,37.0,17.0,50.0,20.0,83.0,37.0,103.0,137.0,106.0,167.0,64.0,498.0,46.3,9.6,474.0,44.1,958873.02734375,4837.20621603333
47837,11429,11429,36081058000,550452,0,Census Tract 580,New York,Queens County,1075.0,38.0,67.0,82.0,49.0,18.0,37.0,17.0,50.0,20.0,83.0,37.0,103.0,137.0,106.0,167.0,64.0,498.0,46.3,9.6,474.0,44.1,958873.02734375,4837.20621603333
47838,11385,11385,36081058100,143606,0,Census Tract 581,New York,Queens County,1100.0,46.0,29.0,52.0,36.0,48.0,84.0,73.0,35.0,0.0,66.0,73.0,189.0,54.0,180.0,75.0,60.0,542.0,49.3,17.2,369.0,33.5,250131.1171875,2263.40975767624
47839,11429,11429,36081058200,563649,0,Census Tract 582,New York,Queens County,1299.0,18.0,36.0,56.0,0.0,36.0,9.0,52.0,31.0,85.0,51.0,117.0,249.0,208.0,103.0,141.0,107.0,491.0,37.8,19.2,559.0,43.0,981856.4921875,4603.1548890595
47840,11385,11385,36081058300,143113,0,Census Tract 583,New York,Queens County,1230.0,46.0,26.0,48.0,27.0,37.0,75.0,72.0,40.0,61.0,84.0,34.0,152.0,174.0,132.0,142.0,80.0,550.0,44.7,12.4,528.0,42.9,249261.8828125,2066.86292913128
47841,11385,11385,36081058500,171163,0,Census Tract 585,New York,Queens County,1431.0,40.0,8.0,42.0,83.0,68.0,29.0,28.0,121.0,93.0,49.0,102.0,299.0,148.0,170.0,112.0,39.0,663.0,46.3,20.9,469.0,32.8,298136.6484375,2260.42979379746
47842,11385,11385,36081058700,144531,0,Census Tract 587,New York,Queens County,1236.0,79.0,0.0,67.0,62.0,27.0,48.0,98.0,69.0,9.0,125.0,158.0,192.0,115.0,87.0,39.0,61.0,742.0,60.0,15.5,302.0,24.4,251770.3515625,2057.1579987785
47843,11385,11385,36081058900,165272,0,Census Tract 589,New York,Queens County,1561.0,81.0,74.0,139.0,92.0,37.0,24.0,42.0,111.0,46.0,164.0,147.0,192.0,107.0,166.0,106.0,33.0,957.0,61.3,12.3,412.0,26.4,287892.75,2254.46401878902
47844,11411,11411,36081059000,158600,0,Census Tract 590,New York,Queens County,422.0,4.0,0.0,0.0,0.0,4.0,7.0,42.0,27.0,11.0,81.0,31.0,58.0,31.0,22.0,71.0,33.0,207.0,49.1,13.7,157.0,37.2,276227.09765625,2419.36228452517
47844,11429,11429,36081059000,158600,0,Census Tract 590,New York,Queens County,422.0,4.0,0.0,0.0,0.0,4.0,7.0,42.0,27.0,11.0,81.0,31.0,58.0,31.0,22.0,71.0,33.0,207.0,49.1,13.7,157.0,37.2,276227.09765625,2419.36228452517
47845,11385,11385,36081059100,202060,0,Census Tract 591,New York,Queens County,2017.0,64.0,47.0,119.0,55.0,149.0,65.0,54.0,58.0,53.0,108.0,349.0,290.0,183.0,235.0,117.0,71.0,1121.0,55.6,14.4,606.0,30.0,351990.16796875,2517.80602353553
47846,11003,11411,36081059200,226137,0,Census Tract 592,New York,Queens County,396.0,17.0,0.0,0.0,9.0,10.0,15.0,3.0,3.0,13.0,4.0,33.0,41.0,68.0,34.0,53.0,93.0,107.0,27.0,10.4,248.0,62.6,393853.00390625,3503.03846727224
47846,11411,11411,36081059200,226137,0,Census Tract 592,New York,Queens County,396.0,17.0,0.0,0.0,9.0,10.0,15.0,3.0,3.0,13.0,4.0,33.0,41.0,68.0,34.0,53.0,93.0,107.0,27.0,10.4,248.0,62.6,393853.00390625,3503.03846727224
47846,11429,11429,36081059200,226137,0,Census Tract 592,New York,Queens County,396.0,17.0,0.0,0.0,9.0,10.0,15.0,3.0,3.0,13.0,4.0,33.0,41.0,68.0,34.0,53.0,93.0,107.0,27.0,10.4,248.0,62.6,393853.00390625,3503.03846727224
47847,11385,11385,36081059300,252144,0,Census Tract 593,New York,Queens County,1498.0,20.0,69.0,82.0,46.0,70.0,75.0,27.0,55.0,17.0,230.0,136.0,184.0,194.0,128.0,104.0,61.0,827.0,55.2,12.3,487.0,32.5,439269.06640625,2872.8460048584498
47848,11411,11411,36081059400,222046,0,Census Tract 594,New York,Queens County,537.0,19.0,19.0,5.0,25.0,16.0,11.0,0.0,6.0,13.0,8.0,17.0,109.0,81.0,83.0,63.0,62.0,139.0,25.9,20.3,289.0,53.8,386697.84375,2832.13223785672
47849,11378,11378,36081059500,396049,0,Census Tract 595,New York,Queens County,1630.0,145.0,129.0,50.0,37.0,20.0,74.0,63.0,28.0,53.0,114.0,144.0,227.0,198.0,171.0,106.0,71.0,857.0,52.6,13.9,546.0,33.5,690040.1015625,4009.2850453651
47849,11385,11385,36081059500,396049,0,Census Tract 595,New York,Queens County,1630.0,145.0,129.0,50.0,37.0,20.0,74.0,63.0,28.0,53.0,114.0,144.0,227.0,198.0,171.0,106.0,71.0,857.0,52.6,13.9,546.0,33.5,690040.1015625,4009.2850453651
47850,11411,11411,36081059600,194550,0,Census Tract 596,New York,Queens County,453.0,38.0,14.0,0.0,15.0,6.0,52.0,14.0,0.0,20.0,0.0,72.0,19.0,56.0,51.0,43.0,53.0,231.0,51.0,4.2,203.0,44.8,338801.2578125,2450.5339852944
47851,11411,11411,36081059800,206471,0,Census Tract 598,New York,Queens County,569.0,32.0,5.0,25.0,0.0,24.0,6.0,0.0,0.0,5.0,64.0,74.0,119.0,59.0,38.0,72.0,46.0,235.0,41.3,20.9,215.0,37.8,359574.12109375,2472.97648410201
47852,11378,11378,36081059900,127081,0,Census Tract 599,New York,Queens County,520.0,46.0,6.0,47.0,25.0,46.0,0.0,5.0,17.0,9.0,49.0,52.0,22.0,95.0,42.0,51.0,8.0,302.0,58.1,4.2,196.0,37.7,221438.96484375,2501.04166545314
47853,11411,11411,36081060000,176717,0,Census Tract 600,New York,Queens County,378.0,0.0,12.0,14.0,6.0,20.0,14.0,10.0,14.0,5.0,23.0,34.0,42.0,29.0,37.0,57.0,61.0,152.0,40.2,11.1,184.0,48.7,307727.56640625,2326.12441011325
47854,11378,11378,36081060100,154428,0,Census Tract 601,New York,Queens County,756.0,70.0,20.0,16.0,52.0,26.0,19.0,15.0,23.0,0.0,84.0,72.0,107.0,115.0,35.0,76.0,26.0,397.0,52.5,14.2,252.0,33.3,269073.84765625,2540.91929393994
47854,11379,11379,36081060100,154428,0,Census Tract 601,New York,Queens County,756.0,70.0,20.0,16.0,52.0,26.0,19.0,15.0,23.0,0.0,84.0,72.0,107.0,115.0,35.0,76.0,26.0,397.0,52.5,14.2,252.0,33.3,269073.84765625,2540.91929393994
47855,11379,11379,36081060300,181368,0,Census Tract 603,New York,Queens County,654.0,18.0,17.0,58.0,19.0,17.0,56.0,11.0,12.0,11.0,38.0,55.0,80.0,74.0,58.0,87.0,43.0,312.0,47.7,12.2,262.0,40.1,316000.85546875,2687.18916541129
47855,11385,11385,36081060300,181368,0,Census Tract 603,New York,Queens County,654.0,18.0,17.0,58.0,19.0,17.0,56.0,11.0,12.0,11.0,38.0,55.0,80.0,74.0,58.0,87.0,43.0,312.0,47.7,12.2,262.0,40.1,316000.85546875,2687.18916541129
47856,11411,11411,36081060600,215296,0,Census Tract 606,New York,Queens County,479.0,36.0,5.0,11.0,6.0,11.0,29.0,7.0,11.0,5.0,37.0,53.0,92.0,63.0,59.0,25.0,29.0,211.0,44.1,19.2,176.0,36.7,374864.9921875,2485.30707820712
47857,11378,11378,36081060701,712989,0,Census Tract 607.01,New York,Queens County,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,17.0,53.1,46.9,0.0,0.0,1242383.0078125,7654.42622808515
47857,11379,11379,36081060701,712989,0,Census Tract 607.01,New York,Queens County,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,17.0,53.1,46.9,0.0,0.0,1242383.0078125,7654.42622808515
47858,11411,11411,36081060800,211446,0,Census Tract 608,New York,Queens County,453.0,11.0,0.0,12.0,11.0,30.0,30.0,5.0,13.0,26.0,19.0,32.0,40.0,64.0,56.0,41.0,63.0,189.0,41.7,8.8,224.0,49.4,368187.1015625,2483.48599723395
47859,11411,11411,36081061000,236865,0,Census Tract 610,New York,Queens County,450.0,25.0,12.0,5.0,19.0,5.0,0.0,12.0,14.0,14.0,11.0,40.0,77.0,21.0,41.0,84.0,70.0,157.0,34.9,17.1,216.0,48.0,412407.1015625,2596.1773714752303
47860,11411,11411,36081061200,262496,0,Census Tract 612,New York,Queens County,516.0,12.0,4.0,5.0,0.0,0.0,0.0,13.0,10.0,8.0,12.0,9.0,64.0,100.0,111.0,92.0,76.0,73.0,14.1,12.4,379.0,73.4,457005.07421875,2824.9597650686
47861,11379,11379,36081061301,712703,0,Census Tract 613.01,New York,Queens County,1930.0,111.0,80.0,35.0,75.0,139.0,39.0,40.0,30.0,95.0,90.0,161.0,392.0,235.0,179.0,84.0,145.0,895.0,46.4,20.3,643.0,33.3,1241574.54296875,6247.90653726341
47861,11385,11385,36081061301,712703,0,Census Tract 613.01,New York,Queens County,1930.0,111.0,80.0,35.0,75.0,139.0,39.0,40.0,30.0,95.0,90.0,161.0,392.0,235.0,179.0,84.0,145.0,895.0,46.4,20.3,643.0,33.3,1241574.54296875,6247.90653726341
47862,11379,11379,36081061302,487033,0,Census Tract 613.02,New York,Queens County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,848452.48828125,4077.9143491407794
47863,11411,11411,36081061400,257752,0,Census Tract 614,New York,Queens County,394.0,0.0,27.0,14.0,19.0,3.0,0.0,3.0,0.0,0.0,26.0,18.0,60.0,67.0,49.0,55.0,53.0,110.0,27.9,15.2,224.0,56.9,448718.41796875,2790.69099055979
47864,11413,11413,36081061601,380215,0,Census Tract 616.01,New York,Queens County,738.0,10.0,9.0,26.0,10.0,43.0,14.0,19.0,28.0,12.0,59.0,69.0,83.0,106.0,67.0,130.0,53.0,299.0,40.5,11.2,356.0,48.2,661820.46875,3525.4261718105
47864,11422,11422,36081061601,380215,0,Census Tract 616.01,New York,Queens County,738.0,10.0,9.0,26.0,10.0,43.0,14.0,19.0,28.0,12.0,59.0,69.0,83.0,106.0,67.0,130.0,53.0,299.0,40.5,11.2,356.0,48.2,661820.46875,3525.4261718105
47865,11422,11422,36081061602,422309,0,Census Tract 616.02,New York,Queens County,350.0,5.0,6.0,16.0,0.0,0.0,19.0,11.0,8.0,0.0,29.0,30.0,11.0,75.0,50.0,48.0,42.0,124.0,35.4,3.1,215.0,61.4,735007.73046875,4050.4975686046796
47866,11413,11413,36081061800,241542,0,Census Tract 618,New York,Queens County,685.0,32.0,0.0,9.0,16.0,27.0,11.0,5.0,41.0,60.0,58.0,72.0,102.0,94.0,58.0,52.0,48.0,331.0,48.3,14.9,252.0,36.8,420382.01171875,2674.0442301948897
47866,11422,11422,36081061800,241542,0,Census Tract 618,New York,Queens County,685.0,32.0,0.0,9.0,16.0,27.0,11.0,5.0,41.0,60.0,58.0,72.0,102.0,94.0,58.0,52.0,48.0,331.0,48.3,14.9,252.0,36.8,420382.01171875,2674.0442301948897
47867,11379,11379,36081061900,257858,0,Census Tract 619,New York,Queens County,1048.0,52.0,15.0,58.0,0.0,39.0,4.0,35.0,61.0,46.0,112.0,37.0,148.0,168.0,186.0,87.0,0.0,459.0,43.8,14.1,441.0,42.1,449215.8671875,3634.9401682922
47868,11413,11413,36081062000,216234,0,Census Tract 620,New York,Queens County,481.0,30.0,0.0,5.0,5.0,0.0,4.0,5.0,36.0,12.0,18.0,41.0,67.0,92.0,34.0,63.0,69.0,156.0,32.4,13.9,258.0,53.6,376381.33203125,2624.90423269981
47869,11379,11379,36081062100,258272,0,Census Tract 621,New York,Queens County,956.0,92.0,8.0,10.0,28.0,2.0,82.0,48.0,45.0,8.0,104.0,90.0,159.0,73.0,71.0,74.0,62.0,517.0,54.1,16.6,280.0,29.3,449937.99609375,3058.5303329555895
47869,11385,11385,36081062100,258272,0,Census Tract 621,New York,Queens County,956.0,92.0,8.0,10.0,28.0,2.0,82.0,48.0,45.0,8.0,104.0,90.0,159.0,73.0,71.0,74.0,62.0,517.0,54.1,16.6,280.0,29.3,449937.99609375,3058.5303329555895
47870,11411,11411,36081062200,437270,0,Census Tract 622,New York,Queens County,654.0,41.0,26.0,0.0,11.0,0.0,15.0,12.0,29.0,16.0,50.0,36.0,129.0,112.0,54.0,99.0,24.0,236.0,36.1,19.7,289.0,44.2,761370.875,4116.47693134591
47871,11385,11385,36081062300,156656,0,Census Tract 623,New York,Queens County,777.0,35.0,25.0,18.0,43.0,18.0,0.0,6.0,7.0,11.0,110.0,63.0,156.0,55.0,71.0,94.0,65.0,336.0,43.2,20.1,285.0,36.7,272870.5,2213.0679335157
47872,11413,11413,36081062400,512105,0,Census Tract 624,New York,Queens County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,891502.21875,4640.78028768393
47873,11385,11385,36081062500,198779,0,Census Tract 625,New York,Queens County,872.0,35.0,4.0,7.0,29.0,44.0,14.0,33.0,55.0,16.0,72.0,91.0,151.0,124.0,84.0,42.0,71.0,400.0,45.9,17.3,321.0,36.8,346236.6171875,2399.2553476670396
47874,11413,11413,36081062600,429396,0,Census Tract 626,New York,Queens County,864.0,39.0,14.0,7.0,46.0,41.0,25.0,7.0,33.0,11.0,58.0,73.0,131.0,84.0,76.0,130.0,89.0,354.0,41.0,15.2,379.0,43.9,747437.625,3669.4244481016603
47875,11385,11385,36081062700,157306,0,Census Tract 627,New York,Queens County,978.0,40.0,61.0,7.0,27.0,40.0,24.0,45.0,57.0,8.0,35.0,136.0,186.0,187.0,37.0,38.0,50.0,480.0,49.1,19.0,312.0,31.9,273996.30859375,2150.3805568368302
47876,11385,11385,36081062900,183530,0,Census Tract 629,New York,Queens County,1010.0,25.0,52.0,47.0,66.0,44.0,20.0,15.0,66.0,0.0,39.0,137.0,219.0,92.0,65.0,27.0,96.0,511.0,50.6,21.7,280.0,27.7,319643.12109375,3475.3804007042895
47877,11413,11413,36081063000,190477,0,Census Tract 630,New York,Queens County,491.0,17.0,0.0,0.0,5.0,9.0,15.0,35.0,20.0,31.0,3.0,41.0,43.0,50.0,76.0,94.0,52.0,176.0,35.8,8.8,272.0,55.4,331541.53125,3386.08818900485
47878,11413,11413,36081063200,296790,0,Census Tract 632,New York,Queens County,699.0,10.0,10.0,0.0,6.0,17.0,22.0,16.0,25.0,6.0,26.0,50.0,124.0,109.0,118.0,125.0,35.0,188.0,26.9,17.7,387.0,55.4,516529.0078125,3784.7578447184296
47878,11422,11422,36081063200,296790,0,Census Tract 632,New York,Queens County,699.0,10.0,10.0,0.0,6.0,17.0,22.0,16.0,25.0,6.0,26.0,50.0,124.0,109.0,118.0,125.0,35.0,188.0,26.9,17.7,387.0,55.4,516529.0078125,3784.7578447184296
47879,11385,11385,36081063301,134735,0,Census Tract 633.01,New York,Queens County,583.0,48.0,0.0,21.0,0.0,27.0,15.0,39.0,4.0,5.0,48.0,50.0,101.0,96.0,53.0,15.0,61.0,257.0,44.1,17.3,225.0,38.6,234684.5390625,2244.3414870553797
47880,11385,11385,36081063302,138739,0,Census Tract 633.02,New York,Queens County,529.0,36.0,9.0,0.0,32.0,5.0,9.0,50.0,13.0,14.0,25.0,46.0,111.0,57.0,32.0,40.0,50.0,239.0,45.2,21.0,179.0,33.8,241666.8671875,2566.1770115891895
47881,11385,11385,36081063500,189460,0,Census Tract 635,New York,Queens County,970.0,87.0,44.0,60.0,6.0,47.0,16.0,30.0,49.0,28.0,55.0,46.0,156.0,92.0,85.0,133.0,36.0,468.0,48.2,16.1,346.0,35.7,330009.125,2468.81987033289
47882,11374,11374,36081063700,695127,0,Census Tract 637,New York,Queens County,1136.0,51.0,57.0,20.0,13.0,29.0,22.0,7.0,53.0,0.0,67.0,72.0,218.0,103.0,178.0,176.0,70.0,391.0,34.4,19.2,527.0,46.4,1210934.15234375,5048.72600337435
47882,11385,11385,36081063700,695127,0,Census Tract 637,New York,Queens County,1136.0,51.0,57.0,20.0,13.0,29.0,22.0,7.0,53.0,0.0,67.0,72.0,218.0,103.0,178.0,176.0,70.0,391.0,34.4,19.2,527.0,46.4,1210934.15234375,5048.72600337435
47883,11422,11422,36081063800,688853,0,Census Tract 638,New York,Queens County,1008.0,0.0,53.0,24.0,0.0,7.0,34.0,26.0,0.0,76.0,59.0,56.0,62.0,122.0,188.0,171.0,130.0,335.0,33.2,6.2,611.0,60.6,1198626.546875,4930.384643898329
47884,11385,11385,36081063900,251775,0,Census Tract 639,New York,Queens County,1115.0,86.0,46.0,8.0,50.0,8.0,33.0,8.0,103.0,65.0,106.0,91.0,169.0,109.0,70.0,73.0,90.0,604.0,54.2,15.2,342.0,30.7,438545.3046875,3613.12731374865
47885,11421,11421,36081064101,82907,0,Census Tract 641.01,New York,Queens County,952.0,44.0,43.0,52.0,52.0,27.0,45.0,52.0,17.0,17.0,87.0,72.0,141.0,121.0,86.0,70.0,26.0,508.0,53.4,14.8,303.0,31.8,144388.24609375,1677.64268712072
47886,11418,11418,36081064102,2227925,0,Census Tract 641.02,New York,Queens County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,3880397.8828125,11939.7562125201
47886,11421,11421,36081064102,2227925,0,Census Tract 641.02,New York,Queens County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,3880397.8828125,11939.7562125201
47887,11375,11375,36081064500,309592,0,Census Tract 645,New York,Queens County,739.0,40.0,8.0,43.0,10.0,19.0,40.0,6.0,23.0,18.0,73.0,92.0,117.0,51.0,42.0,86.0,71.0,372.0,50.3,15.8,250.0,33.8,539332.94921875,3910.51492014906
47888,11413,11413,36081064600,407308,0,Census Tract 646,New York,Queens County,979.0,4.0,19.0,34.0,40.0,22.0,25.0,19.0,0.0,36.0,62.0,108.0,236.0,128.0,103.0,94.0,49.0,369.0,37.7,24.1,374.0,38.2,708791.26171875,3697.93748630646
47888,11422,11422,36081064600,407308,0,Census Tract 646,New York,Queens County,979.0,4.0,19.0,34.0,40.0,22.0,25.0,19.0,0.0,36.0,62.0,108.0,236.0,128.0,103.0,94.0,49.0,369.0,37.7,24.1,374.0,38.2,708791.26171875,3697.93748630646
47889,11413,11413,36081065000,399997,0,Census Tract 650,New York,Queens County,854.0,49.0,12.0,16.0,10.0,13.0,5.0,14.0,78.0,11.0,66.0,67.0,142.0,50.0,64.0,102.0,155.0,341.0,39.9,16.6,371.0,43.4,696000.15234375,3720.68925937683
47889,11422,11422,36081065000,399997,0,Census Tract 650,New York,Queens County,854.0,49.0,12.0,16.0,10.0,13.0,5.0,14.0,78.0,11.0,66.0,67.0,142.0,50.0,64.0,102.0,155.0,341.0,39.9,16.6,371.0,43.4,696000.15234375,3720.68925937683
47890,11413,11413,36081065400,683540,17661,Census Tract 654,New York,Queens County,919.0,59.0,30.0,22.0,6.0,37.0,0.0,28.0,18.0,55.0,108.0,37.0,141.0,79.0,106.0,136.0,57.0,400.0,43.5,15.3,378.0,41.1,1219847.97265625,6611.58099114907
47890,11422,11422,36081065400,683540,17661,Census Tract 654,New York,Queens County,919.0,59.0,30.0,22.0,6.0,37.0,0.0,28.0,18.0,55.0,108.0,37.0,141.0,79.0,106.0,136.0,57.0,400.0,43.5,15.3,378.0,41.1,1219847.97265625,6611.58099114907
47891,11379,11379,36081065501,812085,0,Census Tract 655.01,New York,Queens County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1414952.34765625,4697.84591366057
47892,11422,11422,36081065600,590500,0,Census Tract 656,New York,Queens County,1452.0,33.0,61.0,66.0,104.0,67.0,50.0,10.0,32.0,30.0,56.0,111.0,193.0,143.0,162.0,121.0,213.0,620.0,42.7,13.3,639.0,44.0,1027183.25390625,6934.570071952719
47893,11379,11379,36081065702,144106,0,Census Tract 657.02,New York,Queens County,744.0,35.0,18.0,23.0,54.0,29.0,53.0,23.0,28.0,18.0,46.0,93.0,50.0,91.0,64.0,89.0,30.0,420.0,56.5,6.7,274.0,36.8,251073.29296875,2694.95708554419
47894,11379,11379,36081065703,268451,0,Census Tract 657.03,New York,Queens County,1033.0,51.0,14.0,23.0,34.0,11.0,44.0,12.0,10.0,31.0,116.0,129.0,136.0,136.0,113.0,106.0,67.0,475.0,46.0,13.2,422.0,40.9,467744.453125,2957.6025519194895
47895,11379,11379,36081065900,193751,0,Census Tract 659,New York,Queens County,659.0,53.0,0.0,17.0,20.0,10.0,22.0,0.0,19.0,16.0,82.0,54.0,87.0,50.0,60.0,71.0,98.0,293.0,44.5,13.2,279.0,42.3,337595.546875,3228.5187243094
